candidate_id,wavelength_nm,angle_deg_internal_GaN,polarization,cavity_spacer_nm,phase_error_rad,phase_error_deg,roundtrip_phase_rad
R2_4D2_OPT_13013,450.0,60.0,TE,231.0,0.7614856264821843,43.62991255730459,11.804884987876989
R2_4D2_OPT_13013,450.0,60.0,TM,231.0,0.9538502313176304,54.65159254207752,13.520220845676803
R2_4D2_OPT_13013,453.0,0.0,TE,231.0,2.8197736617219578,161.56112999881807,16.029782259816802
R2_4D2_OPT_13013,453.0,0.0,TM,231.0,2.8197736617219578,161.56112999881807,22.312967566996388
R2_4D2_OPT_13013,453.0,5.0,TE,231.0,2.7978950010781647,160.30757508252975,16.051660920460595
R2_4D2_OPT_13013,453.0,5.0,TM,231.0,2.809723962818734,160.9853246662861,22.32301726589961
R2_4D2_OPT_13013,453.0,7.0,TE,231.0,2.7797842398410255,159.26990489987256,16.069771681697734
R2_4D2_OPT_13013,453.0,7.0,TM,231.0,2.798243872750814,160.32756395696424,16.051312048787945
R2_4D2_OPT_13013,453.0,10.0,TE,231.0,2.7494963885288266,157.53453884916377,16.100059533009933
R2_4D2_OPT_13013,453.0,10.0,TM,231.0,2.7663112239724166,158.49795795328848,16.083244697566343
R2_4D2_OPT_13013,453.0,20.0,TE,231.0,2.7191155654450663,155.7938459083307,16.130440356093693
R2_4D2_OPT_13013,453.0,20.0,TM,231.0,2.0171770014355848,115.5757287131138,10.549193612923588
R2_4D2_OPT_13013,453.0,30.0,TE,231.0,2.881803248946894,165.11516355174552,15.967752672591866
R2_4D2_OPT_13013,453.0,30.0,TM,231.0,2.708402783321927,155.1800487058316,16.141153138216833
R2_4D2_OPT_13013,453.0,36.0,TE,231.0,1.9489928850223286,111.66906661280555,16.90056303651643
R2_4D2_OPT_13013,453.0,36.0,TM,231.0,2.4015813954667964,137.60047811738613,16.447974526071963
R2_4D2_OPT_13013,453.0,40.0,TE,231.0,2.5627499694642295,146.83475719758096,15.129120583823402
R2_4D2_OPT_13013,453.0,40.0,TM,231.0,2.6946583392743877,154.3925500701539,16.154897582264372
R2_4D2_OPT_13013,453.0,60.0,TE,231.0,0.8177841180659748,46.85557851800858,11.748586496293198
R2_4D2_OPT_13013,453.0,60.0,TM,231.0,0.8983217449389874,51.4700446298316,13.46469235929816
R2_4D2_OPT_13013,456.0,0.0,TE,231.0,2.8681368573253083,164.33213699065573,15.981419064213451
R2_4D2_OPT_13013,456.0,0.0,TM,231.0,2.8681368573253083,164.33213699065573,22.264604371393037
R2_4D2_OPT_13013,456.0,5.0,TE,231.0,2.8482493440605277,163.19266641557334,16.001306577478232
R2_4D2_OPT_13013,456.0,5.0,TM,231.0,2.857886355500221,163.74482649818705,15.991669566038539
