record_id,geometry_id,parent_group_id,split,simulation_method,source_stage,usable_for_training
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0503,GEO_4c42137c3058e778,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0504,GEO_906145c95ac7b567,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0505,GEO_475f94aa1d9ede1a,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0506,GEO_d9307cec1da211cc,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0507,GEO_74154b96b7153fb3,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0508,GEO_5f57ae63fb6cae9e,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0509,GEO_0c08f4b627ee9b86,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0510,GEO_850547d1b580bbe6,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0511,GEO_62d5618c716fd7d9,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0512,GEO_67cf8ae34983ea6d,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0513,GEO_6fdbea844aab00fa,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0514,GEO_9f2ef687c290811e,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0515,GEO_c36806aa294ffb27,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0516,GEO_21c2fbf26c7c5a24,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0517,GEO_a140941ed5d0566b,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0518,GEO_ba67f1abe451ff7b,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0519,GEO_ed79a0c8a32550c1,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0520,GEO_780d810d1b3e6e3a,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0521,GEO_3195de517a28c11a,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0522,GEO_a2eed2d9374dabe5,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0523,GEO_3cf95d9c53927bae,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0524,GEO_5e150537d139582a,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0525,GEO_b299706cd4dfbe63,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0526,GEO_d810a1e037b93d0b,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0527,GEO_aceb9ba6a15293b5,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0528,GEO_8489cdbf28d1a4fc,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0529,GEO_6e907d0af67e184d,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0530,GEO_f76ae57f12489e7a,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0531,GEO_1ce03aaef980932c,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0532,GEO_e60d19c0dcbef3a7,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0533,GEO_6e0cb7c495295273,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0534,GEO_15165cb3f9701af4,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0535,GEO_baba920fd91f7c7a,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0536,GEO_145da8e551f7940f,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0537,GEO_fd6b9c80289ee5f6,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0538,GEO_8c9d0ae378a313f9,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0539,GEO_d973ba101ef84d8e,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0540,GEO_12f43015ca4ecd67,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0541,GEO_5a9c256bec84edeb,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0542,GEO_dab991dec8df2c19,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0543,GEO_575552af31335af2,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0544,GEO_b73cd91e6b0ed208,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0545,GEO_b340c4fa597f06b3,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0546,GEO_92427daf1badb41f,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0547,GEO_9411166a25308f26,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0548,GEO_b34c0df6391e48e7,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0549,GEO_e41070494b816ce5,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0550,GEO_0f10b627e628f682,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0551,GEO_3688e2e9e87c548a,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0552,GEO_0b9ba7b14de8401d,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0553,GEO_6cf3282e847705c0,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0554,GEO_2ea56a7e0e947a6d,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0555,GEO_01212d11a23adfa8,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0556,GEO_0d5f417fb01c043e,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0557,GEO_72dcff20f962f17b,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0558,GEO_de7900232cf35464,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0559,GEO_a211973712ea4b1d,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0560,GEO_1eeb5903301b6cd7,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0561,GEO_9442b56408a20bf7,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0562,GEO_8cc9013accb2650e,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0563,GEO_ac4409b012766ce1,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0564,GEO_cb59661cde916920,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0565,GEO_3f045dc4e5e31a50,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0566,GEO_c2567725f8748d67,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0567,GEO_a20bcdf56c7b90bd,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0568,GEO_463887d99f2e39d6,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0569,GEO_a0188465503cf92f,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0570,GEO_a31f9865e8c7032c,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0571,GEO_26a0556b014cc208,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0572,GEO_0016276575c19b4f,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0573,GEO_e104e05e5ef93aa4,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0574,GEO_2b7340373327a73e,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0575,GEO_13855c66eb6637f8,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0576,GEO_6093935f50697063,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0577,GEO_f6b796eabf767c82,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0578,GEO_56b32f25163b335d,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0579,GEO_f76a797816a2b7ae,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0580,GEO_8e1d5b4a40d6e658,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0581,GEO_16b6b163dba2f901,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0582,GEO_955264e794cee225,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0583,GEO_804b31a2e9fa142b,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0584,GEO_bb016e96900c37e3,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0585,GEO_62f59b87e6db9e3d,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0586,GEO_dddb45318ca85a23,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0587,GEO_cae7ff9e0bfe9edd,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0588,GEO_a5858076839c6c72,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0589,GEO_f5be5fff2245dcee,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0590,GEO_a6c330f2a6ef9c1c,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0591,GEO_5b00eff2045ce568,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0592,GEO_653b72adf34e8aeb,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0593,GEO_51324f1c771b0258,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0594,GEO_eb7e188382a5bdfe,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0595,GEO_1ee9511009f4e895,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0596,GEO_334d19a331889def,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0597,GEO_1400f3c0114017dd,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0598,GEO_c15b2c018d31f288,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0599,GEO_53b9632067624869,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0600,GEO_014a36d362d48f22,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0601,GEO_90aa4340ca6e0f3b,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0602,GEO_89c6a59a80cf25de,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0603,GEO_c9d96eba4838af9a,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0604,GEO_6d21f40d30f5457f,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0605,GEO_76b893f30716d80d,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0606,GEO_22700ee07845856c,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0607,GEO_78f10a726c75db8d,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0608,GEO_7a746c6a9c6fc782,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0609,GEO_b631a9a271c8d783,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0610,GEO_d78df971c76ac808,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0611,GEO_8e48523b66fd7464,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0612,GEO_17fabfcd7c148987,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0613,GEO_27a361c081bc6c35,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0614,GEO_866c3b0da4c679c6,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0615,GEO_29dd6f7d8b5fa7b9,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0616,GEO_6400e4232a8a2357,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0617,GEO_8bc70012b9b2bb0f,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0618,GEO_0d0668b80a19e495,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0619,GEO_9ff56f7d814115b5,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0620,GEO_b490bd694baf4026,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0621,GEO_fc7de08a3fae4e0a,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0622,GEO_378a1a8e14aa5685,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0623,GEO_6862bba7aa4d0f5b,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0624,GEO_bca8aa6fd39897cb,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0625,GEO_d0016b0b790961a3,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0626,GEO_e1ace0b2081c0e56,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0627,GEO_2ed486cb18293999,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0628,GEO_5aa9025f8962866f,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0629,GEO_7213299158ceb2aa,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0630,GEO_53b716b44e8c5f51,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0631,GEO_a676f2275c6abc22,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0632,GEO_4181d42130c20211,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0633,GEO_0911693577de94df,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0634,GEO_c76fa01decb6e7f5,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0635,GEO_56d5b397a640982c,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0636,GEO_951ecff5c22e4549,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0637,GEO_5be2114d51035adb,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0638,GEO_36aaa8ba3739acd4,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0639,GEO_4ba40feba5a77d2a,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0640,GEO_316eecdbcf24baa5,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0641,GEO_a399f6d37c2d0d12,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0642,GEO_1c63f3aa75294d02,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0643,GEO_32694a89a56e44de,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0644,GEO_7dec883662fc8296,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0645,GEO_4f8704143d8ee070,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0646,GEO_792678595c07d1b7,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0647,GEO_c640e3f18685f154,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0648,GEO_a241073ffe9e350d,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0649,GEO_f740c3031b5e6abc,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0650,GEO_c5b43c79d76c6253,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0651,GEO_22d72f10945729eb,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0652,GEO_c36598e9aadb759d,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0653,GEO_9934e12e1835a891,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0654,GEO_8e004115fc0479b7,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0655,GEO_f5467b69949a93b4,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0656,GEO_c4d98bad1bc083aa,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0657,GEO_463e0fb8b9bfd1c9,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0658,GEO_8cf9664ac56e3ed8,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0659,GEO_125a69e35b32fce7,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0660,GEO_064d4c666a688661,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0661,GEO_91ef03ed7b57d4b5,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0662,GEO_b49dbda53acaf8ea,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0663,GEO_50a92328e4770484,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0664,GEO_8a62f61132c65ab4,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0665,GEO_d44569052e0f3a8a,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0666,GEO_576072b8fd3ba19b,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0667,GEO_3205fbff622c4691,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0668,GEO_d358ef24bbf2909c,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0669,GEO_943976031a41042f,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0670,GEO_10935432db80b8a6,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0671,GEO_97e04bb87cdaeeeb,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0672,GEO_d9486ee6b2db76c3,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0673,GEO_e1a7e55c2cd6f2cd,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0674,GEO_ebddb2eafb6f1b49,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0675,GEO_ca953a0d8bc469b8,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0676,GEO_4e4b6bb3b36a3f1e,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0677,GEO_3d50bf7eb5b5f6a1,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0678,GEO_f4dfed345ab588d8,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0679,GEO_ab8a8b8b17566f02,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0680,GEO_fdb04c553eb90b29,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0681,GEO_8dcc529a92df76ef,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0682,GEO_70b1efa5af345bc4,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0683,GEO_d9506db0ee14f0e2,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0684,GEO_1aedef32e1a51729,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0685,GEO_c8642b17a52e9eca,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
integer_design_basin__design_basin_EX_N3_L79_H45_C156_0686,GEO_d82679d2097f2230,GEO_d44569052e0f3a8a,train,TMM,tolerance,false
