source_fsp_path,material_name,frequency_hz,wavelength_nm,epsilon_real,epsilon_imag,n_real,k_imag,data_kind,interpolation_method
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,1003465551111588.6,298.75710000000004,9.764287545796,0.0,3.124786,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,1015555386931932.8,295.20050000000003,9.399730546404,0.0,3.065898,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,1027645518506140.1,291.7275,9.003504341055999,0.0,3.000584,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,1039735537063966.8,288.3353000000001,8.59111624087236,0.0,2.9310606,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,1051825489411134.8,285.0211,8.17628731147264,0.0,2.8594208,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,1063915527666403.2,281.7822,7.77005367033856,0.0,2.7874816,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,1076005121023113.4,278.61620000000005,7.380524090943999,0.0,2.716712,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,1088095320709464.8,275.5204,7.0130172633840395,0.0,2.6482102,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,1100185282027738.6,272.4927,6.6705283449795605,0.0,2.5827366,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,1112274911707711.5,269.5309,6.35423702742544,0.0,2.5207612,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,1124364933483402.4,266.6327,6.064006720416159,0.0,2.4625204,0.0,native_sampled,none
F:\wc_312\MDC_blue_oujizi_m\m_1.fsp,tio22,1136454801092661.8,263.7962,5.798835801159841,0.0,2.4080772,0.0,native_sampled,none
