output,polarization,wavelength_nm,n,mean_bias,std,mae,p90_abs,max_abs
eta_m+3,s,453,13,0.012213583939913527,0.033737181229801474,0.023781189429582274,0.06034495435186906,0.09623030514112818
eta_m+3,s,454,13,0.014992961045854038,0.03319829538997433,0.027061409180802572,0.06616796606278513,0.0807991531003237
eta_m+3,s,455,13,0.009507217288462322,0.04644679268004422,0.03252713534306609,0.07025007446188486,0.12286465516638613
eta_m+3,s,all,143,-0.008096420671193994,0.04138240975668322,0.024589689561489155,0.07931033201036328,0.17342007782309946
eta_m+3,all,445,26,-0.024766939432255226,0.05153968686065089,0.032479050756077106,0.09905815585631607,0.17342007782309946
eta_m+3,all,446,26,-0.024210337563101217,0.043992560610969754,0.030367295772697225,0.09950668352131888,0.1302554953515574
eta_m+3,all,447,26,-0.020179541789865783,0.03772093494127859,0.02699003062774011,0.08412631478017801,0.10701266774594122
eta_m+3,all,448,26,-0.01443190592816648,0.04302539932051161,0.027900043582478242,0.09275429719538808,0.11548073033852037
eta_m+3,all,449,26,-0.014730724059007872,0.04573452220441931,0.02704593928485401,0.1006486633353966,0.13026238380679853
eta_m+3,all,450,26,-0.014734462377327163,0.04515502719825553,0.025154927493520052,0.08320968402781573,0.1424707982288806
eta_m+3,all,451,26,-0.007541924795843224,0.03224366265897503,0.019342238859997436,0.06403851022172809,0.09239311306189324
eta_m+3,all,452,26,0.0008198941630659766,0.02610784531303841,0.018313110867320112,0.045267394646549955,0.07335504765052164
eta_m+3,all,453,26,0.006285281900407757,0.027125199645421955,0.0182405552366917,0.03777205788547783,0.09623030514112818
eta_m+3,all,454,26,0.006821944395304844,0.028227672235402335,0.02139167602233468,0.040815122735834514,0.0807991531003237
eta_m+3,all,455,26,0.0006732442250993981,0.0432362998914503,0.027978541714268897,0.06833645582964419,0.12286465516638613
eta_m+3,all,all,286,-0.009635951932880816,0.04100045151538785,0.02501849183799814,0.08186348924540816,0.17342007782309946
