path,read_status,terms_hit,line_numbers,evidence_snippets,supports_sio2_tio2,supports_453_or_450,supports_100_52_nm,supports_m8,supports_dipole_source,supports_planewave
F:\wc_312\MDC_blue_oujizi_source1\source1_30_p0.log,ok,100;dipole;ITO;MDC;oujizi;source,11;39;41;47;48;49;50;63;68;69;70;71,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding dipole source | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L63: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.79442e-06 | L68: collecting TM monitor data | L69: collecting TE monitor data | L70: collecting TM source data | L71: collecting TE source data",false,false,false,false,true,false
F:\wc_312\MDC_blue_oujizi_source1\source1_31_p0.log,ok,100;dipole;ITO;MDC;oujizi;source,11;39;41;47;48;49;50;63;68;69;70;71,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding dipole source | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L63: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.03408e-06 | L68: collecting TM monitor data | L69: collecting TE monitor data | L70: collecting TM source data | L71: collecting TE source data",false,false,false,false,true,false
F:\wc_312\MDC_blue_oujizi_source1\source1_32_p0.log,ok,100;52;dipole;ITO;MDC;oujizi;source,11;39;41;47;48;49;50;61;64;69;70;71,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding dipole source | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 15.2211% complete. Elapsed simulation time: 1.52211e-13 secs. Max time remaining: 28 secs. Auto Shutoff: 0.000259888 | L64: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.69132e-06 | L69: collecting TM monitor data | L70: collecting TE monitor data | L71: collecting TM source data",false,false,true,false,true,false
F:\wc_312\MDC_blue_oujizi_source1\source1_33_p0.log,ok,100;52;dipole;ITO;MDC;oujizi;source,11;39;41;47;48;49;50;61;63;68;69;70,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding dipole source | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 15.2211% complete. Elapsed simulation time: 1.52211e-13 secs. Max time remaining: 28 secs. Auto Shutoff: 0.000164902 | L63: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 8.43109e-06 | L68: collecting TM monitor data | L69: collecting TE monitor data | L70: collecting TM source data",false,false,true,false,true,false
F:\wc_312\MDC_blue_oujizi_source1\source1_34_p0.log,ok,100;52;dipole;ITO;MDC;oujizi;source,11;39;41;47;48;49;50;61;63;68;69;70,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding dipole source | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 15.2211% complete. Elapsed simulation time: 1.52211e-13 secs. Max time remaining: 28 secs. Auto Shutoff: 0.00016779 | L63: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.15939e-06 | L68: collecting TM monitor data | L69: collecting TE monitor data | L70: collecting TM source data",false,false,true,false,true,false
F:\wc_312\MDC_blue_oujizi_source1\source1_35_p0.log,ok,100;dipole;ITO;MDC;oujizi;source,11;39;41;47;48;49;50;63;68;69;70;71,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding dipole source | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L63: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 8.96064e-06 | L68: collecting TM monitor data | L69: collecting TE monitor data | L70: collecting TM source data | L71: collecting TE source data",false,false,false,false,true,false
F:\wc_312\MDC_blue_oujizi_source1\source1_36_p0.log,ok,100;52;dipole;ITO;MDC;oujizi;source,11;39;41;47;48;49;50;61;62;63;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding dipole source | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 15.2211% complete. Elapsed simulation time: 1.52211e-13 secs. Max time remaining: 28 secs. Auto Shutoff: 0.000137473 | L62: 18.2749% complete. Elapsed simulation time: 1.82749e-13 secs. Max time remaining: 27 secs. Auto Shutoff: 1.52972e-05 | L63: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 8.3222e-06 | L68: collecting TM monitor data | L69: collecting TE monitor data",false,false,true,false,true,false
F:\wc_312\MDC_blue_oujizi_source1\source1_37_p0.log,ok,100;dipole;ITO;MDC;oujizi;source,11;39;41;47;48;49;50;63;68;69;70;71,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding dipole source | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L63: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.18023e-06 | L68: collecting TM monitor data | L69: collecting TE monitor data | L70: collecting TM source data | L71: collecting TE source data",false,false,false,false,true,false
F:\wc_312\MDC_blue_oujizi_source1\source1_38_p0.log,ok,100;52;dipole;ITO;MDC;oujizi;source,11;16;39;41;47;48;49;50;61;63;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L16: Peak memory used by end of initialization: 0.078252 GiB | L39: Starting to add sources to simulation | L41: Adding dipole source | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 15.2211% complete. Elapsed simulation time: 1.52211e-13 secs. Max time remaining: 27 secs. Auto Shutoff: 0.000144881 | L63: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.64785e-06 | L68: collecting TM monitor data | L69: collecting TE monitor data",false,false,true,false,true,false
F:\wc_312\MDC_blue_oujizi_source1\source1_39_p0.log,ok,100;450;52;dipole;ITO;MDC;oujizi;source,11;16;39;41;47;48;49;50;62;64;67;68,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L16: Peak memory used by end of initialization: 0.078450 GiB | L39: Starting to add sources to simulation | L41: Adding dipole source | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L62: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.71278e-06 | L64: Completed 6213 iterations, or 1.852835e-13s of Simulation Time | L67: collecting TM monitor data | L68: collecting TE monitor data",false,true,true,false,true,false
F:\wc_312\MDC_blue_oujizi_source1\source1_3_p0.log,ok,100;450;52;dipole;ITO;MDC;oujizi;source,11;39;41;47;48;49;50;53;61;63;66;68,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding dipole source | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L53: Peak memory used by end of meshing: 0.080152 GiB | L61: 18.2749% complete. Elapsed simulation time: 1.82749e-13 secs. Max time remaining: 27 secs. Auto Shutoff: 2.14509e-05 | L63: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.08682e-06 | L66: Peak memory used running the simulation: 0.080152 GiB | L68: collecting TM monitor data",false,true,true,false,true,false
F:\wc_312\MDC_blue_oujizi_source1\source1_40_p0.log,ok,100;52;dipole;ITO;MDC;oujizi;source,11;39;41;47;48;49;50;62;64;69;70;71,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding dipole source | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L62: 15.2211% complete. Elapsed simulation time: 1.52211e-13 secs. Max time remaining: 28 secs. Auto Shutoff: 0.000205233 | L64: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.292e-06 | L69: collecting TM monitor data | L70: collecting TE monitor data | L71: collecting TM source data",false,false,true,false,true,false
F:\wc_312\MDC_blue_oujizi_source1\source1_41_p0.log,ok,100;dipole;ITO;MDC;oujizi;source,11;39;41;47;48;49;50;63;68;69;70;71,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding dipole source | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L63: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 8.30083e-06 | L68: collecting TM monitor data | L69: collecting TE monitor data | L70: collecting TM source data | L71: collecting TE source data",false,false,false,false,true,false
F:\wc_312\MDC_blue_oujizi_source1\source1_42_p0.log,ok,100;dipole;ITO;MDC;oujizi;source,11;39;41;47;48;49;50;60;62;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding dipole source | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L60: 12.1673% complete. Elapsed simulation time: 1.21673e-13 secs. Max time remaining: 29 secs. Auto Shutoff: 0.00100605 | L62: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.22239e-06 | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data",false,false,false,false,true,false
F:\wc_312\MDC_blue_oujizi_source1\source1_43_p0.log,ok,100;52;dipole;ITO;MDC;oujizi;source,11;16;39;41;47;48;49;50;61;63;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L16: Peak memory used by end of initialization: 0.078523 GiB | L39: Starting to add sources to simulation | L41: Adding dipole source | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L61: 15.2211% complete. Elapsed simulation time: 1.52211e-13 secs. Max time remaining: 28 secs. Auto Shutoff: 0.000209155 | L63: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.03244e-06 | L68: collecting TM monitor data | L69: collecting TE monitor data",false,false,true,false,true,false
F:\wc_312\MDC_blue_oujizi_source1\source1_44_p0.log,ok,100;52;dipole;ITO;MDC;oujizi;source,11;39;41;47;48;49;50;62;64;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding dipole source | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L62: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.11271e-06 | L64: Completed 6213 iterations, or 1.852835e-13s of Simulation Time | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data",false,false,true,false,true,false
F:\wc_312\MDC_blue_oujizi_source1\source1_45_p0.log,ok,100;52;dipole;ITO;MDC;oujizi;source,11;39;41;47;48;49;50;62;64;69;70;71,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding dipole source | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L62: 15.2211% complete. Elapsed simulation time: 1.52211e-13 secs. Max time remaining: 29 secs. Auto Shutoff: 6.35422e-05 | L64: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.43772e-06 | L69: collecting TM monitor data | L70: collecting TE monitor data | L71: collecting TM source data",false,false,true,false,true,false
F:\wc_312\MDC_blue_oujizi_source1\source1_46_p0.log,ok,100;dipole;ITO;MDC;oujizi;source,11;39;41;47;48;49;50;63;68;69;70;71,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding dipole source | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L63: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.08753e-06 | L68: collecting TM monitor data | L69: collecting TE monitor data | L70: collecting TM source data | L71: collecting TE source data",false,false,false,false,true,false
F:\wc_312\MDC_blue_oujizi_source1\source1_47_p0.log,ok,100;dipole;ITO;MDC;oujizi;source,11;39;41;47;48;49;50;63;68;69;70;71,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding dipole source | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L63: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.38804e-06 | L68: collecting TM monitor data | L69: collecting TE monitor data | L70: collecting TM source data | L71: collecting TE source data",false,false,false,false,true,false
F:\wc_312\MDC_blue_oujizi_source1\source1_48_p0.log,ok,100;52;dipole;ITO;MDC;oujizi;source,11;39;41;47;48;49;50;60;62;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding dipole source | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L60: 12.1673% complete. Elapsed simulation time: 1.21673e-13 secs. Max time remaining: 30 secs. Auto Shutoff: 0.000521154 | L62: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.22425e-06 | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data",false,false,true,false,true,false
F:\wc_312\MDC_blue_oujizi_source1\source1_49_p0.log,ok,100;dipole;ITO;MDC;oujizi;source,11;39;41;47;48;49;50;63;68;69;70;71,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding dipole source | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L63: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.09307e-06 | L68: collecting TM monitor data | L69: collecting TE monitor data | L70: collecting TM source data | L71: collecting TE source data",false,false,false,false,true,false
F:\wc_312\MDC_blue_oujizi_source1\source1_4_p0.log,ok,100;52;dipole;ITO;MDC;oujizi;source,11;39;41;47;48;49;50;60;62;67;68;69,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding dipole source | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L60: 12.1673% complete. Elapsed simulation time: 1.21673e-13 secs. Max time remaining: 28 secs. Auto Shutoff: 0.000522264 | L62: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 9.25108e-06 | L67: collecting TM monitor data | L68: collecting TE monitor data | L69: collecting TM source data",false,false,true,false,true,false
F:\wc_312\MDC_blue_oujizi_source1\source1_50_p0.log,ok,100;dipole;ITO;MDC;oujizi;source,11;39;41;47;48;49;50;63;68;69;70;71,"L11: Running fsp file: N:\Program Files\ANSYS Inc\v251\Lumerical\bin\fdtd-engine-msmpi.exe -t 1 -remote -hide -shared-solve-license QU5TWVNfTElDRU5TSU5HX0NPTlRFWFRfREFUQT08QU5TWVNfTElDR | L39: Starting to add sources to simulation | L41: Adding dipole source | L47: Starting to add monitors to Simulation | L48: Adding analysis monitor | L49: Adding frequency monitor | L50: Adding time monitor | L63: 100% complete. Max time remaining: 0 mins, 0 secs. Auto Shutoff: 8.37585e-06 | L68: collecting TM monitor data | L69: collecting TE monitor data | L70: collecting TM source data | L71: collecting TE source data",false,false,true,false,true,false
