model,fold,held_out_geometry,scope,value,count,eta_plus1_MAE,eta_plus1_RMSE,eta_plus1_Spearman,transmitted_order_MAE,all_order_weighted_MAE,T_MAE,R_MAE,directionality_MAE,non_target_leakage_MAE,predicted_transmitted_order_sum_mismatch,predicted_reflected_consistency,negative_power_violations,nan_inf_count
CNN,3,K6X_D100_D115_D130_D145_D155_D185,wavelength,454,2,0.05423822493705699,0.05493423770920205,-0.9999999999999999,0.020573243498802185,0.011947697959840298,0.029832214610310936,0.03250691640400537,0.1357713849226666,0.08407040974504554,5.960464477539063e-08,7.450580596923828e-09,0,0
CNN,3,K6X_D100_D115_D130_D145_D155_D185,wavelength,455,2,0.0528214338931024,0.056270715354845166,-0.9999999999999999,0.019950587302446365,0.011698322370648384,0.03014245147049749,0.032570724366799586,0.13500845437529874,0.08296391516592228,5.960464477539063e-08,0.0,0,0
MLP,3,K6X_D100_D115_D130_D145_D155_D185,geometry,K6X_D100_D115_D130_D145_D155_D185,22,0.06845983696734587,0.08247758387571369,0.6973461321287409,0.02052772231400013,0.012200605124235153,0.03337391471578995,0.03369585935164779,0.09714269641937551,0.05066899577780113,1.7881393432617188e-07,1.4901161193847656e-08,0,0
MLP,3,K6X_D100_D115_D130_D145_D155_D185,polarization,p,11,0.04837220638055082,0.06534745329339171,-0.8363636363636365,0.016318146139383316,0.011206426657736301,0.03914949611964145,0.04025570167045124,0.08815555189527093,0.01983559969588503,1.7881393432617188e-07,1.4901161193847656e-08,0,0
MLP,3,K6X_D100_D115_D130_D145_D155_D185,polarization,s,11,0.0885474675541409,0.09661684134776274,1.0,0.024737296625971794,0.01319478265941143,0.027598333311938453,0.027136017032844354,0.10612984094348005,0.08150239185971724,1.1920928955078125e-07,7.450580596923828e-09,0,0
MLP,3,K6X_D100_D115_D130_D145_D155_D185,wavelength,445,2,0.10695999874533357,0.10795077528678645,0.9999999999999999,0.026517044752836227,0.014289315789937973,0.05354760958784177,0.05403746380467071,0.09234812932964842,0.0534123891574918,0.0,7.450580596923828e-09,0,0
MLP,3,K6X_D100_D115_D130_D145_D155_D185,wavelength,446,2,0.08630830939668732,0.09361701979756738,0.9999999999999999,0.023717623203992844,0.0128044243901968,0.03994254271844011,0.04000422290747958,0.09262075886564669,0.04636576667824721,0.0,7.450580596923828e-09,0,0
MLP,3,K6X_D100_D115_D130_D145_D155_D185,wavelength,447,2,0.07055125056435718,0.08742408167261775,0.9999999999999999,0.021567950025200844,0.01188570261001587,0.028730128664326005,0.029585047688324748,0.09327771009936536,0.0462193277445655,5.960464477539063e-08,7.450580596923828e-09,0,0
MLP,3,K6X_D100_D115_D130_D145_D155_D185,wavelength,448,2,0.06495892912173445,0.08500570121520946,0.9999999999999999,0.02030290849506855,0.011518866755068302,0.021467600731952807,0.020807550407295858,0.09450437324911931,0.05635705098360855,5.960464477539063e-08,0.0,0,0
MLP,3,K6X_D100_D115_D130_D145_D155_D185,wavelength,449,2,0.14040291025725565,0.1425639666233816,0.9999999999999999,0.0288232434540987,0.018080540001392365,0.10094176014466061,0.09920515312805187,0.1007184685030994,0.051059437843448297,5.960464477539063e-08,1.4901161193847656e-08,0,0
MLP,3,K6X_D100_D115_D130_D145_D155_D185,wavelength,450,2,0.07273473523609708,0.08082187106709401,0.9999999999999999,0.021781712770462036,0.012370853684842587,0.031069592338829,0.0325800263479587,0.0975894606146317,0.048341148934339384,5.960464477539063e-08,7.450580596923828e-09,0,0
MLP,3,K6X_D100_D115_D130_D145_D155_D185,wavelength,451,2,0.049932680297040954,0.06745945821234416,0.9999999999999999,0.01832987554371357,0.010844184085726738,0.014810969845670319,0.014739176059611107,0.09857283210809875,0.05246040944356173,5.960464477539063e-08,0.0,0,0
MLP,3,K6X_D100_D115_D130_D145_D155_D185,wavelength,452,2,0.04731687829206427,0.05578277757882183,0.9999999999999999,0.017728887498378754,0.010811243206262589,0.005605256946809745,0.00937569449754648,0.09946979229379971,0.052921986227262074,1.7881393432617188e-07,0.0,0,0
MLP,3,K6X_D100_D115_D130_D145_D155_D185,wavelength,453,2,0.04180367585017841,0.04298455362741043,0.9999999999999999,0.01664332114160061,0.010720958933234215,0.012741255650606353,0.013217168716930343,0.10005004661605926,0.05185020209977309,5.960464477539063e-08,0.0,0,0
MLP,3,K6X_D100_D115_D130_D145_D155_D185,wavelength,454,2,0.0365089425579066,0.0378313729903865,-0.9999999999999999,0.015496855601668358,0.010534769855439663,0.02580365829089526,0.024969171439519558,0.09988161036173826,0.04955619117624366,5.960464477539063e-08,0.0,0,0
MLP,3,K6X_D100_D115_D130_D145_D155_D185,wavelength,455,2,0.03557989632214903,0.04175612354813868,-0.9999999999999999,0.014895510859787464,0.010345793329179287,0.032452686953657495,0.03213377787073679,0.09953647857192349,0.04881504326727115,0.0,7.450580596923828e-09,0,0
LF_DFT,3,K6X_D100_D115_D130_D145_D155_D185,geometry,K6X_D100_D115_D130_D145_D155_D185,22,0.4356117750481944,0.44317605548271144,0.0,0.11178331290774035,0.05109276956592237,0.09684431831590805,0.09681240914007566,0.4854338135664955,0.3468714127804526,1.1102230246251565e-16,2.7755575615628914e-17,0,0
LF_DFT,3,K6X_D100_D115_D130_D145_D155_D185,polarization,p,11,0.37304151560065546,0.3776423130631369,0.0,0.09891730931628025,0.045665236513389745,0.06986978250268058,0.06986275078432859,0.4815060982327667,0.31937964519430734,1.1102230246251565e-16,2.7755575615628914e-17,0,0
LF_DFT,3,K6X_D100_D115_D130_D145_D155_D185,polarization,s,11,0.49818203449573345,0.5001962771660284,0.0,0.12464931649920048,0.056520302618454976,0.12381885412913549,0.12376206749582272,0.4893615289002246,0.3743631803665978,1.1102230246251565e-16,2.7755575615628914e-17,0,0
LF_DFT,3,K6X_D100_D115_D130_D145_D155_D185,wavelength,445,2,0.4242815235766365,0.439941645565088,0.0,0.10816364030800081,0.04917609731222971,0.09141754531561297,0.09172372345497724,0.48598161620659086,0.33286397826102343,1.1102230246251565e-16,2.7755575615628914e-17,0,0
LF_DFT,3,K6X_D100_D115_D130_D145_D155_D185,wavelength,446,2,0.4444295188766979,0.45460159311037424,0.0,0.11236191308939125,0.051124956992079064,0.10232563955773366,0.10279427211431946,0.4854998595559894,0.34210387931896413,1.1102230246251565e-16,2.7755575615628914e-17,0,0
LF_DFT,3,K6X_D100_D115_D130_D145_D155_D185,wavelength,447,2,0.4581801981970314,0.4650794873402937,0.0,0.11521202568299929,0.05241357294542767,0.10987620356194872,0.10954648855111505,0.4853022589975633,0.34830399463508255,1.1102230246251565e-16,2.7755575615628914e-17,0,0
LF_DFT,3,K6X_D100_D115_D130_D145_D155_D185,wavelength,448,2,0.4698035665650013,0.47414553239501755,0.0,0.11821069079069199,0.05394192390728875,0.11213229832924226,0.11362318384366163,0.4855720887847379,0.3576712682357589,1.1102230246251565e-16,2.7755575615628914e-17,0,0
LF_DFT,3,K6X_D100_D115_D130_D145_D155_D185,wavelength,449,2,0.3783142927762873,0.4067881510013065,0.0,0.1042607542791814,0.04987090083551354,0.11594684203667416,0.1135490444208623,0.49072492333849216,0.35151096726944203,1.1102230246251565e-16,2.7755575615628914e-17,0,0
LF_DFT,3,K6X_D100_D115_D130_D145_D155_D185,wavelength,450,2,0.4363849280143218,0.4439781496651526,0.0,0.11203155365190912,0.05078431480174331,0.08854899360960078,0.08759226104238138,0.48642778362171635,0.34783593440472094,1.1102230246251565e-16,2.7755575615628914e-17,0,0
LF_DFT,3,K6X_D100_D115_D130_D145_D155_D185,wavelength,451,2,0.44450954026918704,0.448389921485615,0.0,0.11363029268179865,0.05132266483158973,0.09360705278894421,0.09448324740983255,0.486133767973002,0.3509024874802427,1.1102230246251565e-16,2.7755575615628914e-17,0,0
LF_DFT,3,K6X_D100_D115_D130_D145_D155_D185,wavelength,452,2,0.44437115886086515,0.4460244579548586,0.0,0.1135120922931614,0.05134938919318968,0.09415767285734372,0.09381903267177398,0.4856415823075677,0.3502134860035213,1.1102230246251565e-16,2.7755575615628914e-17,0,0
LF_DFT,3,K6X_D100_D115_D130_D145_D155_D185,wavelength,453,2,0.4366609292125584,0.4370617759682513,0.0,0.11207882581669948,0.05096853566505221,0.0887700904117823,0.08912391190578786,0.4847179518374994,0.347890838800776,1.1102230246251565e-16,2.7755575615628914e-17,0,0
LF_DFT,3,K6X_D100_D115_D130_D145_D155_D185,wavelength,454,2,0.42906512880641023,0.42906720053245595,0.0,0.11047270083126856,0.050569397670276926,0.08482135616788733,0.08477056293349365,0.4829283586522549,0.3442437726385228,1.1102230246251565e-16,2.7755575615628914e-17,0,0
LF_DFT,3,K6X_D100_D115_D130_D145_D155_D185,wavelength,455,2,0.4257287403751418,0.42593991095606304,0.0,0.1096819525600422,0.05049871107075544,0.08368380683821836,0.08391077219262708,0.48084175795603756,0.34204493353692333,1.1102230246251565e-16,2.7755575615628914e-17,0,0
CNN,4,K6X_D100_D130_D135_D155_D160_D225,geometry,K6X_D100_D130_D135_D155_D160_D225,22,0.03766104267772114,0.05783483147829554,0.0694522868435912,0.06810322403907776,0.03329988196492195,0.03917935967651027,0.039081718567375044,0.2937958741706982,0.036842447486484714,1.1920928955078125e-07,1.4901161193847656e-08,0,0
CNN,4,K6X_D100_D130_D135_D155_D160_D225,polarization,p,11,0.05429344217584741,0.07804928444543699,-0.8454545454545455,0.07191691547632217,0.03624113276600838,0.0553980887344923,0.05513940371144021,0.3046524507965335,0.05155067830657459,1.1920928955078125e-07,1.4901161193847656e-08,0,0
CNN,4,K6X_D100_D130_D135_D155_D160_D225,polarization,s,11,0.021028643179594884,0.024454951682654345,-1.0,0.06428953260183334,0.030358629301190376,0.022960630618528245,0.023024033423309883,0.2829392975448629,0.022134216666394854,5.960464477539063e-08,1.4901161193847656e-08,0,0
CNN,4,K6X_D100_D130_D135_D155_D160_D225,wavelength,445,2,0.04092932085465861,0.041337852746428747,0.9999999999999999,0.07256744056940079,0.03404570370912552,0.03711689787872369,0.037027562350414975,0.28030222869873306,0.005831012109444866,1.1920928955078125e-07,0.0,0,0
CNN,4,K6X_D100_D130_D135_D155_D160_D225,wavelength,446,2,0.035478565848337196,0.035641371706610164,0.9999999999999999,0.07073261588811874,0.03327762335538864,0.03613283315852228,0.036077444729993455,0.28140494962703205,0.0065253945273218705,0.0,7.450580596923828e-09,0,0
CNN,4,K6X_D100_D130_D135_D155_D160_D225,wavelength,447,2,0.04719569245378297,0.05416089710887505,0.9999999999999999,0.0716310366988182,0.03377459570765495,0.046178159325029,0.046125075126783516,0.2785318657010703,0.013573645334235218,5.960464477539063e-08,7.450580596923828e-09,0,0
CNN,4,K6X_D100_D130_D135_D155_D160_D225,wavelength,448,2,0.11635382059931562,0.15720316172800386,0.9999999999999999,0.08474111557006836,0.04192511364817619,0.0899471319552228,0.08972710352800822,0.2696964538659161,0.04512255626540143,5.960464477539063e-08,1.4901161193847656e-08,0,0
CNN,4,K6X_D100_D130_D135_D155_D160_D225,wavelength,449,2,0.024676227838977882,0.03405550594694883,0.9999999999999999,0.06886795908212662,0.03323253616690636,0.04169324167120364,0.04148013605573536,0.2945357646213853,0.017017043634548146,5.960464477539063e-08,7.450580596923828e-09,0,0
CNN,4,K6X_D100_D130_D135_D155_D160_D225,wavelength,450,2,0.005427384884006181,0.005786750856279449,0.9999999999999999,0.0638570711016655,0.031008481979370117,0.0315499438931065,0.0314941216317378,0.2974739020696241,0.03355739479891362,5.960464477539063e-08,0.0,0,0
CNN,4,K6X_D100_D130_D135_D155_D160_D225,wavelength,451,2,0.013518566646429142,0.013520211444287467,0.9999999999999999,0.0635858029127121,0.031243763864040375,0.02938091753887956,0.029247090096731113,0.2998860315221988,0.0428994841853087,0.0,0.0,0,0
CNN,4,K6X_D100_D130_D135_D155_D160_D225,wavelength,452,2,0.021804732305232055,0.022179616996437303,0.9999999999999999,0.06366615742444992,0.03150682523846626,0.02769763812255499,0.027680599274888126,0.30256204563666567,0.04950234062546466,5.960464477539063e-08,1.4901161193847656e-08,0,0
CNN,4,K6X_D100_D130_D135_D155_D160_D225,wavelength,453,2,0.029142392661235306,0.030093853380783613,0.9999999999999999,0.06357375532388687,0.03170290216803551,0.026944503815719056,0.02690519703609956,0.30565434832802807,0.056086866674631974,1.1920928955078125e-07,7.450580596923828e-09,0,0
CNN,4,K6X_D100_D130_D135_D155_D160_D225,wavelength,454,2,0.03685112453545342,0.03810833833553981,0.9999999999999999,0.06331519037485123,0.03210621699690819,0.027804785310425406,0.027634635528446472,0.30902095354100884,0.06375582275948849,5.960464477539063e-08,1.4901161193847656e-08,0,0
CNN,4,K6X_D100_D130_D135_D155_D160_D225,wavelength,455,2,0.04289364082750424,0.04407155333359309,0.9999999999999999,0.06259726732969284,0.03247494250535965,0.03652690377222606,0.036499938882286816,0.312686072266018,0.07139536143657293,5.960464477539063e-08,1.4901161193847656e-08,0,0
MLP,4,K6X_D100_D130_D135_D155_D160_D225,geometry,K6X_D100_D130_D135_D155_D160_D225,22,0.056817853188964706,0.0695102070547948,-0.22190852625635235,0.048856742680072784,0.026697922497987747,0.02271095746547713,0.02231746396969809,0.3175178129541704,0.0438769172210234,1.1920928955078125e-07,1.4901161193847656e-08,0,0
MLP,4,K6X_D100_D130_D135_D155_D160_D225,polarization,p,11,0.060161766728921,0.078025196647069,-0.8454545454545455,0.05175686627626419,0.02934912219643593,0.02222283688853801,0.024864853433629954,0.32607152619888,0.0568470007390059,1.1920928955078125e-07,1.4901161193847656e-08,0,0
MLP,4,K6X_D100_D130_D135_D155_D160_D225,polarization,s,11,0.0534739396490084,0.05979470258967009,-1.0,0.04595661908388138,0.024046719074249268,0.023199078042416246,0.019770074505766223,0.30896409970946087,0.030906833703040915,5.960464477539063e-08,1.4901161193847656e-08,0,0
MLP,4,K6X_D100_D130_D135_D155_D160_D225,wavelength,445,2,0.0039607252650313285,0.004814251868860623,0.9999999999999999,0.04220049828290939,0.02402390167117119,0.010592479411555888,0.010236117578650436,0.29686770058632156,0.007855752090142498,0.0,1.4901161193847656e-08,0,0
MLP,4,K6X_D100_D130_D135_D155_D160_D225,wavelength,446,2,0.010597642504705407,0.012531669837736258,0.9999999999999999,0.04193785414099693,0.023769311606884003,0.008221516216248836,0.0038735668085120994,0.29937065382968403,0.008413937894707735,5.960464477539063e-08,1.4901161193847656e-08,0,0
MLP,4,K6X_D100_D130_D135_D155_D160_D225,wavelength,447,2,0.03009251037320082,0.03009263790046973,0.9999999999999999,0.04295356944203377,0.02411704882979393,0.01476076643667068,0.014988530507431291,0.29792402826248693,0.01533174393653014,0.0,1.4901161193847656e-08,0,0
MLP,4,K6X_D100_D130_D135_D155_D160_D225,wavelength,448,2,0.10948031918016873,0.12907651617896246,0.9999999999999999,0.058663368225097656,0.03181656450033188,0.0627200060902739,0.06261328233025842,0.2905368900860852,0.046760223682927676,1.1920928955078125e-07,1.4901161193847656e-08,0,0
MLP,4,K6X_D100_D130_D135_D155_D160_D225,wavelength,449,2,0.02749821771716693,0.03650808137551994,0.9999999999999999,0.04801788181066513,0.025356020778417587,0.017192837788651272,0.01719191645139631,0.31683895842898724,0.022490925594463307,5.960464477539063e-08,1.4901161193847656e-08,0,0
MLP,4,K6X_D100_D130_D135_D155_D160_D225,wavelength,450,2,0.051237370816238026,0.05215136026292138,0.9999999999999999,0.049185652285814285,0.026054255664348602,0.010786937267629582,0.010089714549005216,0.3212442344060499,0.04045046335093083,5.960464477539063e-08,0.0,0,0
MLP,4,K6X_D100_D130_D135_D155_D160_D225,wavelength,451,2,0.06311201528534516,0.0632620819070725,0.9999999999999999,0.049741245806217194,0.026371322572231293,0.011891093385529239,0.011993118024913776,0.3251158133882724,0.051280523089498764,5.960464477539063e-08,0.0,0,0
MLP,4,K6X_D100_D130_D135_D155_D160_D225,wavelength,452,2,0.07158042214554883,0.07158468901031967,0.9999999999999999,0.05043840780854225,0.02685815468430519,0.01712676694364257,0.017327503038105305,0.32923005777884706,0.05942764646881793,5.960464477539063e-08,1.4901161193847656e-08,0,0
MLP,4,K6X_D100_D130_D135_D155_D160_D225,wavelength,453,2,0.07891447642054317,0.0789505653879765,0.9999999999999999,0.05101191624999046,0.0276572834700346,0.02384496449701351,0.024026651470310717,0.33372500677338635,0.06759911638280763,5.960464477539063e-08,1.4901161193847656e-08,0,0
MLP,4,K6X_D100_D130_D135_D155_D160_D225,wavelength,454,2,0.08643086410607109,0.08653824747697597,0.9999999999999999,0.051601868122816086,0.028516985476017,0.031866603433289176,0.032029040118576324,0.33844422019025505,0.07688335834107723,5.960464477539063e-08,1.4901161193847656e-08,0,0
MLP,4,K6X_D100_D130_D135_D155_D160_D225,wavelength,455,2,0.09209182126459226,0.09219924585231623,0.9999999999999999,0.051671918481588364,0.029136277735233307,0.04081656064974376,0.0411226627895191,0.3433983787654992,0.0861523985993537,5.960464477539063e-08,1.4901161193847656e-08,0,0
LF_DFT,4,K6X_D100_D130_D135_D155_D160_D225,geometry,K6X_D100_D130_D135_D155_D160_D225,22,0.2915225777978247,0.2968544596007704,0.0,0.11237040631186178,0.05002834483562135,0.04537245626288701,0.04529273734261647,0.604255194420102,0.2535590335149872,0.0,0.0,0,0
LF_DFT,4,K6X_D100_D130_D135_D155_D160_D225,polarization,p,11,0.26705686352787505,0.2758246727451147,0.0,0.10954272533938067,0.049229993461804636,0.029312437554172233,0.029388843849615275,0.6054904299258242,0.25256224993380166,0.0,0.0,0,0
LF_DFT,4,K6X_D100_D130_D135_D155_D160_D225,polarization,s,11,0.3159882920677744,0.31648995288125853,0.0,0.11519808728434294,0.05082669620943808,0.061432474971601786,0.06119663083561765,0.6030199589143798,0.25455581709617264,0.0,0.0,0,0
LF_DFT,4,K6X_D100_D130_D135_D155_D160_D225,wavelength,445,2,0.2724440195674047,0.27250145203484344,0.0,0.10735629063382794,0.04770631266366913,0.04339201211450511,0.04336790281633,0.6000879012626523,0.2290520074528996,0.0,0.0,0,0
LF_DFT,4,K6X_D100_D130_D135_D155_D160_D225,wavelength,446,2,0.2763709222253985,0.27678166101869334,0.0,0.10944166703166756,0.04831039188100222,0.04432156838705942,0.04426280418394772,0.5995058074994077,0.23204935383833908,0.0,0.0,0,0
LF_DFT,4,K6X_D100_D130_D135_D155_D160_D225,wavelength,447,2,0.26290934648131137,0.2657177093239824,0.0,0.10822458196182386,0.04766778084055304,0.033960128986986415,0.03389840117720855,0.5949041888749598,0.22894921749432495,0.0,0.0,0,0
LF_DFT,4,K6X_D100_D130_D135_D155_D160_D225,wavelength,448,2,0.19178149344220877,0.22515991844429364,0.0,0.09541981739486462,0.04602418392107661,0.06631085811244491,0.06586866451047235,0.5842916645558273,0.20217073731391652,0.0,0.0,0,0
LF_DFT,4,K6X_D100_D130_D135_D155_D160_D225,wavelength,449,2,0.2812587211360182,0.2835581110508299,0.0,0.11105272202847818,0.04953174590881791,0.03701975057262025,0.03711682601013758,0.6072977450542622,0.24423897056339794,0.0,0.0,0,0
LF_DFT,4,K6X_D100_D130_D135_D155_D160_D225,wavelength,450,2,0.30550519575825985,0.30605337592126114,0.0,0.11535167977508717,0.05062742997813108,0.0460556536554354,0.045994890670598684,0.6083361334618973,0.25944954210282445,0.0,0.0,0,0
LF_DFT,4,K6X_D100_D130_D135_D155_D160_D225,wavelength,451,2,0.3143363376581684,0.31460466913975593,0.0,0.11644007457515518,0.05110048084295235,0.04685919720250292,0.046875914132513866,0.6087698655450873,0.26747714045566545,0.0,0.0,0,0
LF_DFT,4,K6X_D100_D130_D135_D155_D160_D225,wavelength,452,2,0.3196942463284459,0.3198342783839372,0.0,0.11747352381586547,0.051687534812764634,0.04692570062929502,0.04682512605063409,0.6093751844977346,0.2727685456991509,0.0,0.0,0,0
LF_DFT,4,K6X_D100_D130_D135_D155_D160_D225,wavelength,453,2,0.32385101540904326,0.3239130411649723,0.0,0.11806271504760903,0.05213815121106656,0.045819825670231296,0.04574106081281629,0.610290129515452,0.27803118973881197,0.0,0.0,0,0
LF_DFT,4,K6X_D100_D130_D135_D155_D160_D225,wavelength,454,2,0.3281233606980258,0.3281536359513161,0.0,0.11860170605460986,0.05258514111199511,0.04376956459054382,0.043638355237569676,0.6113582008119594,0.28435379610748196,0.0,0.0,0,0
LF_DFT,4,K6X_D100_D130_D135_D155_D160_D225,wavelength,455,2,0.3304736970717874,0.3305024222599506,0.0,0.11864969111149072,0.052932640019806215,0.044662758970132554,0.044630165166552334,0.6125903175418819,0.290608867898046,0.0,0.0,0,0
CNN,5,K6X_D100_D140_D145_D155_D225_D230,geometry,K6X_D100_D140_D145_D155_D225_D230,22,0.11458890063290732,0.13962343081928166,-0.8159232072275552,0.11710133403539658,0.056176938116550446,0.052743437070264215,0.052850592472203674,0.1050849270547248,0.06869615803635036,1.1920928955078125e-07,2.9802322387695312e-08,0,0
CNN,5,K6X_D100_D140_D145_D155_D225_D230,polarization,p,11,0.040108821215367435,0.049061422169423496,-0.9545454545454546,0.10089170932769775,0.047810040414333344,0.01840770578153211,0.018240933041374866,0.15807638356134393,0.035402504381249866,5.960464477539063e-08,1.4901161193847656e-08,0,0
CNN,5,K6X_D100_D140_D145_D155_D225_D230,polarization,s,11,0.18906898005044717,0.19126521304776534,0.43636363636363645,0.1333109438419342,0.06454383581876755,0.08707916835899633,0.08746025190303248,0.052093470548105675,0.10198981169145084,1.1920928955078125e-07,2.9802322387695312e-08,0,0
CNN,5,K6X_D100_D140_D145_D155_D225_D230,wavelength,445,2,0.14162155340113952,0.16817983726349078,-0.9999999999999999,0.1302737146615982,0.06092560291290283,0.02885079846952976,0.02953897653988044,0.10342144596904018,0.12099535965980965,5.960464477539063e-08,1.4901161193847656e-08,0,0
CNN,5,K6X_D100_D140_D145_D155_D225_D230,wavelength,446,2,0.12219602929837275,0.14889150306141624,-0.9999999999999999,0.12432485073804855,0.05818653106689453,0.031558341396717204,0.032109311841485105,0.09207225845790168,0.10134977168339526,5.960464477539063e-08,0.0,0,0
CNN,5,K6X_D100_D140_D145_D155_D225_D230,wavelength,447,2,0.10242685840245266,0.13084680981576335,-0.9999999999999999,0.11827206611633301,0.055570390075445175,0.03472393808193042,0.03501317226929786,0.08147719774304013,0.07997574108544367,1.1920928955078125e-07,1.4901161193847656e-08,0,0
CNN,5,K6X_D100_D140_D145_D155_D225_D230,wavelength,448,2,0.08642778259201758,0.11638938897973464,-0.9999999999999999,0.1119902953505516,0.053147926926612854,0.039575835867775244,0.039596800637318255,0.07735985352648844,0.0511124188920907,5.960464477539063e-08,2.9802322387695312e-08,0,0
CNN,5,K6X_D100_D140_D145_D155_D225_D230,wavelength,449,2,0.0803137495530144,0.10792573745751649,-0.9999999999999999,0.11154846101999283,0.053399670869112015,0.05623629912580885,0.05602322187886834,0.08285360812897524,0.04833125680151501,5.960464477539063e-08,1.4901161193847656e-08,0,0
CNN,5,K6X_D100_D140_D145_D155_D225_D230,wavelength,450,2,0.08095307565087656,0.10767375372243863,-0.9999999999999999,0.11063479632139206,0.05327264592051506,0.05991107135503765,0.059683663682002536,0.09968041187494464,0.03667582588727769,5.960464477539063e-08,1.4901161193847656e-08,0,0
CNN,5,K6X_D100_D140_D145_D155_D225_D230,wavelength,451,2,0.09340151471539226,0.11532679338385367,-0.9999999999999999,0.1114833801984787,0.0542236752808094,0.06501022149475827,0.06492082523534672,0.11416913654516592,0.028391323022956383,5.960464477539063e-08,1.4901161193847656e-08,0,0
CNN,5,K6X_D100_D140_D145_D155_D225_D230,wavelength,452,2,0.10997866216961974,0.1288334649437747,-0.9999999999999999,0.11305809020996094,0.05546747148036957,0.06942856975988498,0.06953045260108517,0.12200749247368081,0.04055006260741237,5.960464477539063e-08,1.4901161193847656e-08,0,0
CNN,5,K6X_D100_D140_D145_D155_D225_D230,wavelength,453,2,0.13030615310182656,0.14758843596284218,-0.9999999999999999,0.1154269129037857,0.05680996924638748,0.0718018754407026,0.07199883893026421,0.1215756843654735,0.05850430746344634,5.960464477539063e-08,1.4901161193847656e-08,0,0
CNN,5,K6X_D100_D140_D145_D155_D225_D230,wavelength,454,2,0.15080392576203294,0.16677264133145814,-0.9999999999999999,0.11916017532348633,0.05825319513678551,0.06842822292830192,0.06850856005026357,0.11320708862399487,0.08237570283373102,5.960464477539063e-08,1.4901161193847656e-08,0,0
CNN,5,K6X_D100_D140_D145_D155_D225_D230,wavelength,455,2,0.16204860231523527,0.17488801727000722,-0.9999999999999999,0.12194186449050903,0.058689218014478683,0.0546526338524595,0.054432693528428236,0.14811001989326747,0.1073959684627758,5.960464477539063e-08,1.4901161193847656e-08,0,0
MLP,5,K6X_D100_D140_D145_D155_D225_D230,geometry,K6X_D100_D140_D145_D155_D225_D230,22,0.08644859075500663,0.10112202708872563,-0.5742518351214004,0.05548476055264473,0.03151835501194,0.09800119716383753,0.11378901682946883,0.16682817182347695,0.06804358171435214,1.1920928955078125e-07,7.450580596923828e-09,0,0
MLP,5,K6X_D100_D140_D145_D155_D225_D230,polarization,p,11,0.04782077762519883,0.05547497029790537,0.9636363636363637,0.04692273214459419,0.02600669302046299,0.052260996994249694,0.06872856651954481,0.22960637616343213,0.09911654926117973,1.1920928955078125e-07,7.450580596923828e-09,0,0
MLP,5,K6X_D100_D140_D145_D155_D225_D230,polarization,s,11,0.12507640388481442,0.13180992525417967,-0.43636363636363645,0.06404677033424377,0.037030018866062164,0.14374139733342536,0.15884946713939288,0.10404996748352172,0.03697061416752455,1.1920928955078125e-07,7.450580596923828e-09,0,0
MLP,5,K6X_D100_D140_D145_D155_D225_D230,wavelength,445,2,0.07051652024188355,0.09604493955159679,-0.9999999999999999,0.0554058738052845,0.030733026564121246,0.07641179011202692,0.0928713717815571,0.10037314067717201,0.04661643178383948,1.1920928955078125e-07,7.450580596923828e-09,0,0
MLP,5,K6X_D100_D140_D145_D155_D225_D230,wavelength,446,2,0.0608850370509601,0.08148100960101082,-0.9999999999999999,0.05297677591443062,0.02966538816690445,0.07759184639442696,0.09383852555775615,0.12107686184479949,0.0389227752421793,0.0,0.0,0,0
MLP,5,K6X_D100_D140_D145_D155_D225_D230,wavelength,447,2,0.058591420013625856,0.06993511486099971,-0.9999999999999999,0.051895737648010254,0.02921641618013382,0.08037568597011568,0.09640741307001503,0.14345200712581502,0.042192457142438716,1.1920928955078125e-07,7.450580596923828e-09,0,0
MLP,5,K6X_D100_D140_D145_D155_D225_D230,wavelength,448,2,0.06497677129193061,0.06748945144274048,-0.9999999999999999,0.05265778303146362,0.029697127640247345,0.0861546679786045,0.10196384874854049,0.17306856652952907,0.06791062104492865,5.960464477539063e-08,7.450580596923828e-09,0,0
MLP,5,K6X_D100_D140_D145_D155_D225_D230,wavelength,449,2,0.06025714421396411,0.06278353910227683,-0.9999999999999999,0.05237365514039993,0.029581645503640175,0.08466856626000618,0.10034964744206747,0.18232076644654116,0.06703764588174305,0.0,0.0,0,0
MLP,5,K6X_D100_D140_D145_D155_D225_D230,wavelength,450,2,0.06229309654588083,0.06621907217177883,-0.9999999999999999,0.05047374591231346,0.029320141300559044,0.09701129234438738,0.11261324484898025,0.19311836665838428,0.07454945129816237,1.1920928955078125e-07,7.450580596923828e-09,0,0
MLP,5,K6X_D100_D140_D145_D155_D225_D230,wavelength,451,2,0.07612767142697063,0.08034971777762649,-0.9999999999999999,0.05167567357420921,0.03029106743633747,0.10571922930185546,0.12137586231955493,0.20088927533338918,0.0800159638650304,5.960464477539063e-08,7.450580596923828e-09,0,0
MLP,5,K6X_D100_D140_D145_D155_D225_D230,wavelength,452,2,0.09406852845017546,0.09948034485345916,-0.9999999999999999,0.05426545813679695,0.03182389959692955,0.11342779236551936,0.12917871182832316,0.201355669191439,0.08106347500338176,5.960464477539063e-08,0.0,0,0
