geometry_hash,geometry_id,topology_family,physical_layer_count,total_thickness_nm,defect_thickness_nm,boundary_class,N,M,H_nm,L_nm,C_nm,source_role
6bfae49e70aa793d91ba63c4c0591ef774bd4e72db398661f6d5acbf4f064466,GEO_6bfae49e70aa793d,ZL2,11,762,,interior,3.0,,46.0,81.0,,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
cfa090d2fba7bb01eeaafb8a855e7c532b8d1a519f0129b1354fc792b0ff66d1,GEO_cfa090d2fba7bb01,ZL2,19,1240,,interior,5.0,,43.0,81.0,,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
5d5be66125aaaa84d917e05843ad39df02a8a9c128c2a10228c574c709e63fc2,GEO_5d5be66125aaaa84,ZL2,19,1250,,interior,5.0,,44.0,81.0,,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
3ec14f8a04d043f82ccb80ac66f6797d4f93168208d6403c52672cc52ab5930f,GEO_3ec14f8a04d043f8,ZL2,15,976,,interior,4.0,,43.0,79.0,,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
d4daf2b5cae8261cb9ce1acb544836bf9f9df2b268ab835821308dc1e85ae01e,GEO_d4daf2b5cae8261c,ZL2,11,738,,interior,3.0,,43.0,80.0,,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
7835264081221a1efed7bae6ed85704f38f3be681ee017fda5f17c21142687f5,GEO_7835264081221a1e,ZL2,19,1220,,interior,5.0,,44.0,78.0,,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
021945811c7511e1ff2a3778efd1dee180323f76428ba548bd085d888a623c12,GEO_021945811c7511e1,ZL2,15,984,,interior,4.0,,46.0,77.0,,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
0d9ddc7f80c2a90cd788b074508e75741e9c5d1aa538a5e8209c44324fba43a4,GEO_0d9ddc7f80c2a90c,ZL2,19,1230,,interior,5.0,,43.0,80.0,,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
c7d9fc9da40172062f129531d963918995585d98d9bcf3ca560a16c02d08dab2,GEO_c7d9fc9da4017206,ZL2,15,960,,interior,4.0,,43.0,77.0,,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
5987cf5b8253ad9908c35e889a00aa7391b9874e72e34fb0a06ab80cdf8facba,GEO_5987cf5b8253ad99,ZL2,15,1032,,boundary,4.0,,47.0,82.0,,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
60e5d33b1d0fd0c7277be0501726ec672594c3f46245538c813afb75cb3c76d3,GEO_60e5d33b1d0fd0c7,ZL2,11,744,,boundary,3.0,,47.0,77.0,,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
c3914fe23f4af234787e465e169731aa6e0addbe63cbaa75af0574ac04695b2d,GEO_c3914fe23f4af234,ZL2,11,738,,boundary,3.0,,47.0,76.0,,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
dae61e2d8560a7f2bec09682beec129e9c6ba00e7ed26c1547dda9c3bf12654b,GEO_dae61e2d8560a7f2,ZL2,15,968,,boundary,4.0,,42.0,79.0,,V2_TEST40_CONSUMED_DEVELOPMENT_FOR_V3
