candidate_id,top_pair_count,bottom_pair_count,cavity_spacer_nm,top_termination_nm,bottom_termination_nm,top_high_scale,top_low_scale,bottom_high_scale,bottom_low_scale,top_chirp,bottom_chirp,valid,score,pass_level,failure_mode,top_R_proxy,bottom_R_proxy,top_outcoupling_proxy,extraction_proxy,normal_peak_strength,offaxis_peak_strength_20_30,normal_offaxis_ratio,eta10_proxy,eta25_proxy,peak_angle_abs_deg_453,angular_fwhm_deg_453,angular_fwhm_bounded,spectral_peak_nm_normal_window,spectral_fwhm_nm_normal_window,spectral_fwhm_bounded,model_lam0_nm,model_spec_fwhm_nm,model_angle_fwhm_deg,total_stack_thickness_nm
R2_4B_OPT_06286,9,8,265.0,7.0,8.0,1.1685,0.9323,0.8261,0.8234,0.0749,-0.0373,True,29.195746,fail_proxy,angular_fwhm_broad,0.139886,0.890585,0.860114,0.798943,0.70535138,0.1459016,4.834432,0.572795,0.953321,7.0,30.935,True,454.75,6.934,True,454.72,6.805,16.741,2672.0
R2_4B_OPT_00134,5,7,259,14,44,1.1565,0.9049,0.7844,0.8982,-0.0577,-0.0092,True,29.139744,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.08187,0.675109,0.91813,0.72424018,0.73886201,0.1744651,4.235013,0.560051,0.951266,7.0,31.826,True,452.0,8.191,True,452.082,8.044,17.496,1986
R2_4B_OPT_06300,10,7,254.0,18.0,33.0,1.1862,0.955,0.8031,0.7942,0.0335,-0.0884,True,29.133225,fail_proxy,angular_fwhm_broad,0.076757,0.81634,0.923243,0.81302735,0.75678697,0.1807538,4.186839,0.558952,0.951246,7.0,31.86,True,451.5,7.504,True,451.421,7.348,17.562,2726.0
R2_4B_OPT_06751,7,9,360,15.0,45.0,1.1496,1.0137,0.8641,0.7608,-0.1316,0.1152,True,29.124112,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.038254,0.901218,0.961746,0.89999429,0.8303667,0.21398507,3.880489,0.550794,0.948742,7.0,32.619,True,454.75,8.261,True,454.833,8.188,18.063,2647.0
R2_4B_OPT_04673,4,11,319,88,64,1.03,0.9381,0.7577,0.9747,-0.0884,-0.1209,True,29.095152,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.086322,0.718404,0.913678,0.74644069,0.75044307,0.17540584,4.278324,0.561012,0.951231,7.0,31.796,True,451.75,8.597,True,451.864,8.418,17.438,2572
R2_4B_OPT_06754,7,7,353.0,11.0,51.0,1.1989,1.0544,0.8721,0.75,-0.15,0.104,True,29.082404,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.017151,0.7963,0.982849,0.85271485,0.83735085,0.22455563,3.728924,0.546411,0.947541,7.0,32.761,True,451.5,8.819,True,451.54,8.716,18.337,2441.0
R2_4B_OPT_06472,5,9,360,13.0,19.0,1.1045,1.1686,0.75,0.75,-0.0132,0.1179,True,29.052388,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.001226,0.86659,0.998774,0.91216348,0.85594021,0.23686544,3.613614,0.543145,0.947582,7.0,32.869,True,451.25,8.568,True,451.197,8.528,18.544,2293.0
R2_4B_OPT_06513,8,9,327.0,69.0,61.0,1.1712,0.9577,0.8853,0.8442,0.0616,0.0333,True,29.034604,fail_proxy,angular_fwhm_broad,0.058108,0.900539,0.941892,0.88099902,0.79127247,0.19626977,4.031556,0.554974,0.950161,7.0,31.985,True,451.0,7.779,True,451.106,7.766,17.805,2886.0
R2_4B_OPT_00216,6,9,233,5,42,1.243,1.2225,1.1058,0.8291,0.1385,-0.1468,True,29.030979,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.000325,0.550591,0.999675,0.70765466,0.75157,0.20785416,3.615852,0.542961,0.946654,7.0,32.874,True,453.0,9.081,True,452.922,9.003,18.556,2678
R2_4B_OPT_03547,5,7,349,73,3,1.1055,0.8517,1.0483,0.7821,0.0251,0.109,True,29.017959,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.210457,0.528338,0.789543,0.54748472,0.57318627,0.09857678,5.814618,0.588987,0.955581,7.0,29.961,True,452.75,9.224,True,452.792,9.031,15.824,2069
R2_4B_OPT_06026,5,10,339.0,57.0,53.0,0.9811,0.8713,0.8947,0.9107,-0.085,-0.0357,True,29.009304,fail_proxy,angular_fwhm_broad,0.327655,0.835413,0.672345,0.60041618,0.48979914,0.05687123,8.612424,0.61765,0.956081,7.0,28.677,True,455.0,6.923,True,455.036,6.915,14.3,2517.0
R2_4B_OPT_06609,8,6,329.0,19.0,90,0.7503,1.1124,0.9073,0.7762,0.15,-0.008,True,28.997649,fail_proxy,angular_fwhm_broad,0.355173,0.746193,0.644827,0.53844749,0.45804699,0.04751907,9.639225,0.624715,0.955531,7.0,27.991,True,451.0,7.193,True,451.113,7.109,13.943,2399.0
R2_4B_OPT_05378,10,9,256,23,25,1.1143,0.9885,0.9381,0.9484,-0.1091,-0.0821,True,28.994736,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.110488,0.57003,0.889512,0.64091136,0.66762666,0.14787254,4.514879,0.566275,0.952062,7.0,31.633,True,452.5,8.525,True,452.415,8.378,17.124,3173
R2_4B_OPT_04776,4,10,245,68,61,0.917,0.9251,1.1209,0.8537,-0.087,0.0445,True,28.990008,fail_proxy,angular_fwhm_broad,0.238942,0.538932,0.761058,0.5329735,0.54318295,0.08565977,6.341168,0.595746,0.955523,7.0,29.771,True,452.25,7.91,True,452.243,7.805,15.454,2374
R2_4B_OPT_02285,9,10,334,65,5,1.0784,1.1753,1.0745,0.8594,-0.0074,-0.0484,True,28.97193,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.01131,0.578855,0.98869,0.71804121,0.76182186,0.20704261,3.679542,0.545209,0.948211,7.0,32.801,True,452.75,9.696,True,452.849,9.587,18.413,3384
R2_4B_OPT_06558,4,10,239.0,82.0,49.0,0.8197,0.9,0.9731,0.8546,0.0656,-0.1103,True,28.970602,fail_proxy,angular_fwhm_broad,0.356894,0.790642,0.643106,0.55559021,0.43995945,0.04545938,9.678078,0.625161,0.956126,7.0,27.98,True,455.0,6.162,True,454.895,6.109,13.92,2266.0
R2_4B_OPT_06398,9,12,337.0,58.0,71.0,0.8258,1.1299,0.7907,0.8568,-0.1037,0.0058,True,28.960014,acceptable_proxy_pass,none,0.565127,0.964759,0.434873,0.42491161,0.21177799,0.0095763,22.114806,0.680277,0.951119,7.0,12.142,True,450.5,5.404,True,450.425,5.153,11.217,3393.0
R2_4B_OPT_04909,4,10,257,20,0,1.1729,1.2245,0.8698,1.2157,-0.0825,0.0365,True,28.954509,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.000256,0.655702,0.999744,0.77600736,0.78994619,0.21865652,3.612726,0.542947,0.946972,7.0,32.875,True,454.0,8.699,True,454.054,8.504,18.557,2680
R2_4B_OPT_06689,6,10,250.0,59.0,40.0,1.2455,0.9663,0.855,0.75,-0.093,-0.0648,True,28.95222,fail_proxy,angular_fwhm_broad,0.030274,0.955457,0.969726,0.94165022,0.78616072,0.20583682,3.81934,0.549129,0.948553,7.0,32.673,True,455.0,6.917,True,455.018,6.868,18.166,2514.0
R2_4B_OPT_06351,4,11,354.0,10.0,48.0,0.8931,1.2324,0.7744,0.8854,-0.0303,0.1239,True,28.943164,fail_proxy,angular_fwhm_broad,0.154259,0.880573,0.845741,0.78008813,0.68099216,0.13612714,5.002618,0.57603,0.954143,7.0,30.839,True,451.0,7.833,True,451.005,7.675,16.555,2511.0
R2_4B_OPT_06276,8,8,268.0,38.0,13.0,0.9367,1.0434,0.951,0.7574,-0.1133,-0.0209,True,28.93589,fail_proxy,angular_fwhm_broad,0.359236,0.824539,0.640764,0.56768473,0.43514458,0.04443043,9.793841,0.625769,0.955733,7.0,27.964,True,455.0,6.299,True,455.005,6.107,13.89,2551.0
R2_4B_OPT_06562,6,11,311.0,59.0,90,1.25,1.0094,1.0464,0.7862,0.0015,-0.1258,True,28.911546,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.00297,0.802616,0.99703,0.86911193,0.82244537,0.22696187,3.623716,0.543501,0.947796,7.0,32.857,True,454.75,8.467,True,454.701,8.333,18.521,2926.0
R2_4B_OPT_05673,5,12,259,37,62,0.8651,0.981,0.8201,1.1497,-0.0844,0.1472,True,28.902224,fail_proxy,angular_fwhm_broad,0.317637,0.685183,0.682363,0.54273023,0.47672834,0.05751106,8.289333,0.61511,0.956093,7.0,28.744,True,451.25,6.879,True,451.311,6.877,14.431,2979
R2_4B_OPT_06543,5,10,242.0,77.0,22.0,0.8319,0.8945,0.9902,0.8684,0.0758,-0.1279,True,28.891926,acceptable_proxy_pass,none,0.487366,0.732082,0.512634,0.42336078,0.34499521,0.0446979,7.718376,0.55963,0.955315,8.5,13.393,True,452.25,5.94,True,452.18,5.738,12.364,2395.0
R2_4B_OPT_01450,6,10,239,82,57,1.069,1.0773,0.8778,1.0784,-0.1429,0.0342,True,28.87519,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.049555,0.655531,0.950445,0.73763604,0.74027128,0.18655569,3.968098,0.553166,0.949247,7.0,32.542,True,451.75,8.256,True,451.851,8.211,17.916,2900
R2_4B_OPT_06669,6,11,245.0,57.0,50.0,1.1148,1.0129,0.9438,0.8495,0.0669,0.014,True,28.874348,fail_proxy,angular_fwhm_broad,0.013947,0.906301,0.986053,0.92599787,0.7942986,0.21452438,3.702603,0.545751,0.947853,7.0,32.783,True,455.0,7.339,True,454.977,7.129,18.379,2784.0
R2_4B_OPT_03580,6,5,244,25,56,0.9877,1.2416,0.7837,0.8389,0.0953,-0.1214,True,28.870708,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.107123,0.506078,0.892877,0.60621943,0.63975248,0.14281664,4.479537,0.565537,0.952022,7.0,31.656,True,453.25,8.663,True,453.138,8.597,17.167,2005
R2_4B_OPT_06198,8,11,235.0,44.0,87.0,0.7527,1.1633,0.8532,0.9699,0.0512,-0.0213,True,28.850307,fail_proxy,angular_fwhm_broad,0.370679,0.826708,0.629321,0.55843413,0.41158294,0.04013583,10.25475,0.628754,0.956156,7.0,27.888,True,451.0,6.018,True,450.939,5.912,13.741,3166.0
R2_4B_OPT_06205,8,11,357.0,38.0,3.0,1.117,0.8843,0.7933,0.9682,0.0366,0.0602,True,28.848306,fail_proxy,angular_fwhm_broad,0.282629,0.799239,0.717371,0.62375818,0.52748935,0.07231187,7.294644,0.606369,0.956402,7.0,28.977,True,455.0,7.689,True,455.053,7.481,14.886,3091.0
R2_4B_OPT_02944,8,12,337,33,54,1.0769,1.1404,0.8258,1.0639,-0.0299,0.0632,True,28.801857,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.010746,0.787918,0.989254,0.852882,0.80311856,0.21835911,3.677971,0.545094,0.947971,7.0,32.805,True,451.25,8.859,True,451.205,8.626,18.42,3583
R2_4B_OPT_06519,8,8,325.0,64.0,77.0,1.1565,0.9316,0.9608,0.8923,0.0758,0.0944,True,28.799714,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.123518,0.594934,0.876482,0.64571004,0.65887218,0.14170577,4.649579,0.569149,0.952761,7.0,31.545,True,452.0,8.919,True,452.025,8.887,16.954,2811.0
R2_4B_OPT_06037,5,10,337.0,63.0,52.0,0.957,0.8652,0.9812,0.8412,-0.1018,-0.0011,True,28.772883,fail_proxy,angular_fwhm_broad,0.380892,0.821809,0.619108,0.54740058,0.41157497,0.03826981,10.754561,0.631437,0.955625,7.0,27.821,True,450.75,6.868,True,450.737,6.707,13.608,2486.0
R2_4B_OPT_06731,6,9,360,20.0,29.0,1.1837,1.0016,0.9285,0.7606,-0.1352,0.1016,True,28.762476,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.030424,0.86975,0.969576,0.88748956,0.78745654,0.2059989,3.822625,0.54916,0.94832,7.0,32.672,True,455.0,8.565,True,455.125,8.374,18.164,2508.0
R2_4B_OPT_00687,5,9,243,16,89,1.0363,1.0238,0.9911,0.858,0.0305,0.0379,True,28.747471,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.025692,0.689135,0.974308,0.77743712,0.75189797,0.19883649,3.781489,0.548178,0.948783,7.0,32.704,True,451.5,8.297,True,451.516,8.125,18.226,2367
R2_4B_OPT_06009,6,10,327.0,82.0,72.0,1.0126,0.8324,0.9657,0.8984,-0.0996,0.0041,True,28.692737,acceptable_proxy_pass,none,0.436578,0.708779,0.563422,0.4567696,0.29989745,0.02460808,12.18695,0.629741,0.95516,7.0,13.775,True,450.25,7.128,True,450.313,6.88,12.91,2700.0
R2_4B_OPT_03419,7,12,271,8,39,0.8132,0.9982,1.0315,0.8308,-0.1486,0.0745,True,28.683385,acceptable_proxy_pass,none,0.455929,0.833072,0.544071,0.48503779,0.24973407,0.01593218,15.674823,0.651716,0.95406,7.0,13.32,True,450.25,5.87,True,450.2,5.637,12.633,2961
R2_4B_OPT_06504,6,9,339.0,47.0,64.0,1.1666,0.8946,0.7514,0.8849,0.1223,0.0719,True,28.641019,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.156891,0.777848,0.843109,0.72136487,0.6360151,0.12601176,5.047268,0.576626,0.953529,7.0,30.822,True,455.0,8.228,True,455.023,8.0,16.52,2503.0
R2_4B_OPT_02376,10,10,327,86,51,1.1602,1.0704,0.8197,0.9463,-0.0934,-0.021,True,28.63698,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.008338,0.812974,0.991662,0.87110873,0.78040801,0.21285175,3.666439,0.5446,0.947361,7.0,32.821,True,451.0,8.545,True,450.916,8.419,18.452,3515
R2_4B_OPT_02093,6,8,260,6,38,1.2079,1.1152,1.132,0.7704,-0.0827,0.0928,True,28.606018,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.000322,0.529809,0.999678,0.6941525,0.72163188,0.199723,3.613164,0.542961,0.946974,7.0,32.874,True,453.75,9.261,True,453.806,9.132,18.556,2442
R2_4B_OPT_06384,7,12,332.0,37.0,84.0,0.9111,1.2478,0.8369,0.8827,-0.0821,0.0252,True,28.556131,fail_proxy,angular_fwhm_broad,0.318179,0.957705,0.681821,0.66307714,0.45622697,0.0549306,8.305516,0.615247,0.956111,7.0,28.74,True,450.5,6.337,True,450.569,6.31,14.424,3240.0
R2_4B_OPT_06456,5,10,360,9.0,35.0,1.1072,1.1876,0.8026,0.75,-0.0151,0.1185,True,28.541683,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.001026,0.930902,0.998974,0.95410616,0.7969753,0.22061546,3.612509,0.543104,0.947552,7.0,32.87,True,455.5,8.442,True,455.421,8.223,18.547,2458.0
R2_4B_OPT_04947,4,8,240,46,52,1.1007,1.0131,0.8176,1.2396,-0.0221,0.015,True,28.52875,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.003921,0.539713,0.996079,0.69806534,0.71837329,0.19778987,3.632002,0.543695,0.947654,7.0,32.851,True,452.0,9.191,True,452.043,8.968,18.509,2306
R2_4B_OPT_06462,6,10,360,20.0,36.0,1.0825,1.1731,0.753,0.75,-0.0162,0.1228,True,28.496384,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.004714,0.906409,0.995286,0.93473853,0.78645581,0.2162594,3.636632,0.543858,0.947754,7.0,32.845,True,455.5,8.5,True,455.412,8.322,18.499,2601.0
R2_4B_OPT_00763,5,10,338,33,85,0.9107,1.2341,0.8357,0.9839,-0.1215,0.1367,True,28.472982,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.165634,0.724461,0.834366,0.68493061,0.60561036,0.11733978,5.161168,0.578613,0.95378,7.0,30.763,True,451.0,8.405,True,450.947,8.202,16.407,2737
R2_4B_OPT_02551,4,11,255,77,1,1.0146,1.0306,1.0239,0.8283,0.0269,0.0498,True,28.449905,fail_proxy,angular_fwhm_broad,0.029591,0.808489,0.970409,0.84960994,0.72493977,0.19031534,3.809151,0.548987,0.949022,7.0,32.678,True,450.75,7.696,True,450.865,7.619,18.175,2453
R2_4B_OPT_06224,6,10,348.0,31.0,5.0,1.0934,0.9473,0.8627,0.9563,0.0839,0.032,True,28.427406,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.085254,0.790408,0.914746,0.79012596,0.68521732,0.16054201,4.26815,0.560781,0.951217,7.0,31.803,True,450.75,8.425,True,450.761,8.371,17.452,2700.0
R2_4B_OPT_01473,10,10,356,31,1,1.0166,1.1103,0.7907,1.1386,-0.0132,0.0994,True,28.415114,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.108501,0.598533,0.891499,0.65885936,0.64279155,0.14335183,4.484013,0.565839,0.952747,7.0,31.647,True,454.5,9.314,True,454.563,9.252,17.149,3583
R2_4B_OPT_02501,4,12,303,31,88,1.0373,1.0065,1.1047,0.8948,0.1072,-0.1173,True,28.415051,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.046966,0.526075,0.953034,0.65945032,0.67349065,0.17067783,3.945976,0.552621,0.949313,7.0,32.56,True,452.0,9.51,True,451.92,9.358,17.949,2813
R2_4B_OPT_06588,6,9,321.0,52.0,90,1.2478,0.8413,1.1018,0.75,-0.0364,-0.0909,True,28.384533,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.27227,0.631763,0.72773,0.55354504,0.48859679,0.06937046,7.043297,0.603821,0.956327,7.0,29.547,True,455.0,8.029,True,454.954,7.966,15.02,2549.0
R2_4B_OPT_03942,8,11,334,1,40,1.1107,1.1655,0.8963,1.0558,0.1469,0.0355,True,28.340192,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.027089,0.677487,0.972911,0.76895638,0.72361785,0.19047864,3.798945,0.548467,0.948088,7.0,32.694,True,451.0,9.154,True,451.12,9.043,18.208,3453
R2_4B_OPT_06281,10,8,261.0,7.0,25.0,1.25,0.9619,0.8158,0.75,0.0427,-0.0663,True,28.311119,fail_proxy,angular_fwhm_broad,0.058785,0.893547,0.941215,0.87608842,0.6738307,0.16698347,4.035314,0.555118,0.950344,7.0,31.98,True,455.5,7.146,True,455.424,7.136,17.796,2846.0
R2_4B_OPT_00817,4,10,238,37,62,0.8963,1.2074,0.992,0.9216,-0.137,-0.1243,True,28.30475,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.101268,0.600605,0.898732,0.66541492,0.62626007,0.14155875,4.424029,0.564257,0.95155,7.0,31.695,True,454.75,8.438,True,454.681,8.236,17.244,2453
R2_4B_OPT_06574,8,10,317.0,62.0,90,1.2355,0.8883,1.0364,0.7705,-0.0451,-0.1301,True,28.292754,fail_proxy,angular_fwhm_broad,0.23608,0.766471,0.76392,0.64796195,0.51261899,0.08166499,6.277096,0.595061,0.955828,7.0,29.79,True,455.25,7.613,True,455.368,7.458,15.491,3009.0
R2_4B_OPT_06484,6,8,333.0,46.0,70.0,1.158,0.9546,0.8428,0.9036,0.06,0.1009,True,28.289774,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.037417,0.745975,0.962583,0.80364485,0.71319979,0.18430127,3.86975,0.550619,0.949154,7.0,32.625,True,450.75,8.774,True,450.806,8.659,18.074,2460.0
R2_4B_OPT_02142,4,6,257,18,60,0.7574,0.9084,0.8612,0.7763,0.073,-0.0487,True,28.272296,fail_proxy,angular_fwhm_broad,0.262108,0.775035,0.737892,0.62999253,0.47662292,0.06987625,6.820958,0.60134,0.955908,7.0,29.615,True,450.75,6.879,True,450.719,6.694,15.153,1591
R2_4B_OPT_05809,8,9,240,39,21,1.1921,1.0137,0.8635,1.208,0.1316,-0.0391,True,28.26492,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.033431,0.598447,0.966569,0.71428506,0.67971026,0.17679903,3.844536,0.549787,0.948495,7.0,32.652,True,454.75,8.585,True,454.69,8.549,18.125,3103
R2_4B_OPT_06200,9,12,236.0,49.0,68.0,0.7582,1.1401,0.8607,0.972,0.0443,-0.0485,True,28.258818,acceptable_proxy_pass,none,0.465014,0.854847,0.534986,0.48451077,0.22446692,0.01428554,15.712878,0.649612,0.954822,7.0,13.347,True,450.25,5.488,True,450.174,5.321,12.522,3440.0
R2_4B_OPT_06392,8,12,333.0,49.0,79.0,0.8195,1.1764,0.9241,0.9004,-0.0612,0.0577,True,28.255464,acceptable_proxy_pass,none,0.517986,0.883534,0.482014,0.44552445,0.19563912,0.00961404,20.349321,0.663041,0.953244,7.0,12.518,True,450.0,5.735,True,449.88,5.723,11.835,3404.0
R2_4B_OPT_00217,8,9,336,15,39,1.1891,1.0445,0.7737,1.1587,0.1475,0.086,True,28.254344,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.027236,0.498904,0.972764,0.65592247,0.67186919,0.17680638,3.800028,0.548498,0.948093,7.0,32.693,True,452.0,10.071,True,451.886,9.911,18.206,3137
R2_4B_OPT_01969,4,7,334,75,66,0.7695,1.1499,0.7518,0.912,0.1108,0.1262,True,28.24511,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.126385,0.550081,0.873615,0.61812845,0.60285026,0.12869869,4.684199,0.569785,0.952626,7.0,31.526,True,451.5,9.382,True,451.457,9.177,16.917,2014
R2_4B_OPT_05132,7,7,335,79,37,1.1343,1.0221,0.8272,0.9841,0.0372,0.1408,True,28.243358,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.006382,0.493447,0.993618,0.66646037,0.6854072,0.18780703,3.649529,0.544199,0.947662,7.0,32.834,True,452.0,10.093,True,451.921,10.026,18.477,2576
R2_4B_OPT_02286,7,7,249,27,20,1.1587,1.2485,0.8803,1.0948,0.1056,0.1083,True,28.204704,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.001932,0.370867,0.998068,0.58992167,0.62651678,0.17283901,3.624857,0.543289,0.946923,7.0,32.864,True,453.0,9.958,True,452.928,9.769,18.535,2687
R2_4B_OPT_03153,4,9,240,68,34,1.1793,1.235,1.2297,0.8097,-0.0712,0.0336,True,28.191325,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.000116,0.585416,0.999884,0.7304358,0.69771224,0.19321215,3.61112,0.542919,0.947041,7.0,32.876,True,454.75,8.918,True,454.717,8.769,18.558,2388
R2_4B_OPT_06757,6,9,360,6.0,42.0,1.1446,1.0389,0.9725,0.8026,-0.1181,0.1467,True,28.116923,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.018278,0.77106,0.981722,0.83563071,0.71490032,0.19138543,3.735396,0.546644,0.947764,7.0,32.754,True,455.5,8.969,True,455.482,8.901,18.322,2575.0
R2_4B_OPT_06468,4,9,360,7.0,41.0,1.1507,1.1244,0.7706,0.7725,0.0189,0.1493,True,28.115746,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.000141,0.858389,0.999859,0.90782534,0.7350685,0.20378056,3.607157,0.542924,0.947466,7.0,32.876,True,455.75,8.605,True,455.682,8.572,18.558,2159.0
R2_4B_OPT_01798,4,12,261,63,35,1.0218,0.8021,1.048,0.8877,0.0709,0.1336,True,28.114919,fail_proxy,angular_fwhm_broad,0.273161,0.673769,0.726839,0.57271229,0.45536558,0.06436934,7.074263,0.60404,0.956024,7.0,29.541,True,455.25,7.342,True,455.24,7.162,15.009,2620
R2_4B_OPT_03701,7,7,331,46,9,1.1605,1.0373,0.887,1.22,0.0399,-0.0696,True,28.107975,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.002898,0.388849,0.997102,0.60100509,0.63614469,0.17539692,3.626886,0.543486,0.947441,7.0,32.857,True,452.75,10.623,True,452.629,10.499,18.522,2714
R2_4B_OPT_06746,7,9,360,0,42.0,1.1906,1.0228,0.9005,0.75,-0.1403,0.1464,True,28.072221,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.026737,0.850712,0.973263,0.87882021,0.7083193,0.18658895,3.796148,0.548394,0.948102,7.0,32.697,True,450.25,8.663,True,450.33,8.482,18.212,2662.0
R2_4B_OPT_02315,6,12,348,68,0,1.0753,0.8807,1.0241,0.7639,0.1362,0.0299,True,28.062074,fail_proxy,angular_fwhm_broad,0.27015,0.889989,0.72985,0.67766045,0.46570163,0.06637531,7.016188,0.603302,0.955547,7.0,29.561,True,455.75,7.037,True,455.723,7.019,15.048,2841
R2_4B_OPT_04532,4,8,336,54,12,1.2319,1.1505,0.9581,0.9605,-0.0808,-0.0225,True,28.057902,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,5.4e-05,0.380867,0.999946,0.59753164,0.63411526,0.17559122,3.611315,0.542906,0.946971,7.0,32.876,True,453.25,10.849,True,453.202,10.601,18.559,2287
R2_4B_OPT_00470,10,9,251,24,54,1.2371,1.049,0.7513,1.0046,-0.0296,0.0458,True,28.05079,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.001634,0.514128,0.998366,0.68306495,0.6646051,0.18370471,3.61779,0.543228,0.947456,7.0,32.866,True,451.5,9.178,True,451.379,9.11,18.539,3278
R2_4B_OPT_06675,4,11,245.0,58.0,41.0,1.1136,1.0171,0.9442,0.8694,0.0997,0.0411,True,28.042072,fail_proxy,angular_fwhm_broad,0.014397,0.87169,0.985603,0.90340197,0.67402287,0.18178942,3.707712,0.545844,0.947659,7.0,32.78,True,450.5,7.497,True,450.4,7.291,18.373,2482.0
R2_4B_OPT_05471,4,11,348,73,52,0.9145,1.115,0.8317,0.8545,-0.1311,0.1172,True,27.994725,fail_proxy,angular_fwhm_broad,0.100422,0.933044,0.899578,0.86042725,0.61471421,0.13922178,4.415359,0.564072,0.951548,7.0,31.701,True,455.75,7.7,True,455.863,7.621,17.255,2532
R2_4B_OPT_03930,10,4,291,48,80,1.1554,1.2049,0.8241,0.9015,0.1473,0.052,True,27.991609,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.014178,0.352298,0.985822,0.57078445,0.60403347,0.16288355,3.708376,0.545799,0.947391,7.0,32.781,True,453.25,10.268,True,453.342,10.219,18.376,2768
R2_4B_OPT_06599,6,9,318.0,64.0,80.0,1.2474,0.8889,1.1434,0.75,-0.0755,-0.1283,True,27.987275,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.139183,0.56062,0.860817,0.61497003,0.56606413,0.1172882,4.826267,0.572638,0.953294,7.0,30.94,True,455.0,8.985,True,454.968,8.906,16.751,2600.0
R2_4B_OPT_01773,5,7,258,32,35,1.2259,0.8602,0.9147,1.0063,-0.0687,0.1107,True,27.96288,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.157622,0.3758,0.842378,0.50059978,0.51767775,0.11393447,4.543645,0.561591,0.953562,7.0,31.698,True,452.75,9.329,True,452.72,9.096,16.541,2116
R2_4B_OPT_06465,4,11,360,10.0,32.0,1.1085,1.1385,0.75,0.75,0.0222,0.15,True,27.958426,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.000879,0.918402,0.999121,0.94612887,0.71869016,0.19896011,3.612232,0.543074,0.947478,7.0,32.871,True,450.0,8.524,True,450.119,8.283,18.549,2348.0
R2_4B_OPT_03064,7,11,253,12,9,1.0862,1.1412,0.7672,1.1628,-0.0587,-0.1155,True,27.952991,fail_proxy,angular_fwhm_broad;spectral_fwhm_broad,0.00945,0.5826,0.99055,0.72180357,0.66380064,0.18079128,3.671641,0.544828,0.947664,7.0,32.813,True,455.0,8.888,True,454.996,8.768,18.437,3194
R2_4B_OPT_00096,6,9,343,36,75,1.0078,0.8859,0.7906,0.9145,0.1277,0.1169,True,27.900312,fail_proxy,angular_fwhm_broad,0.353893,0.768243,0.646107,0.54877619,0.37167722,0.03878962,9.581874,0.624383,0.955673,7.0,28.0,True,455.75,7.282,True,455.794,7.15,13.959,2502
