S0,S1,S2,S3,DoLP,psi_deg,P_LP_axisfree,total_power,circular_contamination,sigma1,sigma2,sigma2_over_sigma1,geometry_id,wavelength_nm,dominant_vector_overlap_adjacent,dominant_vector_drift_angle_deg
0.4902616207789675,-0.0833268444805024,0.09241616968845084,-0.4718094928662693,0.2538138094362145,66.01966698371118,0.30734839518462503,0.24513081038948376,0.9623626914067228,0.989042242263309,0.048152721384170524,0.04868621311257503,BF02,443.0,0.9995996460216781,1.6213403641195836
0.5274868769444514,-0.17341284829041584,0.10756945184275193,-0.4500403721307127,0.38686585743773694,74.09416199471097,0.3657767699403603,0.2637434384722257,0.8531783287911171,1.010758199794155,0.18259686590350158,0.18065336095288484,BF02,444.0,0.9954375384308982,5.4752316604333116
0.5287373970117518,-0.029759400769976074,0.18229284734303747,-0.46557186502888437,0.3493340830294859,49.63588808751881,0.35672169538012466,0.2643686985058759,0.8805351534809944,1.0146970488931848,0.1669272086598406,0.16450940587825905,BF02,445.0,0.9865686610756556,9.401227929020985
0.5493433734114583,-0.0463836018617656,0.16553002696540306,-0.39480592120059493,0.3129297246975849,52.82677109565301,0.3606246220087743,0.27467168670572917,0.7186869639453813,0.9899249884084274,0.34457983711687457,0.3480868158211462,BF02,446.0,0.9996359325561693,1.5461147715909722
0.7520910764433,-0.07255553519742308,0.17153779532607255,-0.18779549905093693,0.24764451602851603,56.463479508981,0.46917115353923333,0.37604553822165,0.24969781577390487,1.0082580570386743,0.6982820657178572,0.6925628422635782,BF02,447.0,0.9823047896055411,10.794635803026592
0.920926228155386,-0.03234924633885572,0.04811384446468475,-0.004931146916505036,0.06295587646880972,61.957416948270435,0.48945197300601173,0.460463114077693,0.005354551500158831,0.9895015266262631,0.9288375450610652,0.9386923820400422,BF02,448.0,0.9351355408781847,20.749946439691957
0.9282403909715973,-0.01494123369460415,0.01324188203343074,-0.018968560387533133,0.02150807763289254,69.22528719277432,0.47410252868130043,0.46412019548579864,0.020434965524047683,0.9776396823985685,0.9490529138793163,0.970759402432278,BF02,449.0,0.9374443394151204,20.373297348616557
0.7658154814909206,-0.09068301720536032,0.06828906602311141,-0.11787686705993689,0.14823423148904755,71.5091679817015,0.43966777542607105,0.3829077407454603,0.15392332736659936,0.9640885976369331,0.7759923574934827,0.8048973500936626,BF02,450.0,0.9993540425771084,2.0595055070956776
0.9290088066009417,0.02762912317814331,-0.015815835373509002,-0.02089761516643086,0.034268413167553254,165.1058664485771,0.48042223211091917,0.4645044033004708,0.022494528596441486,0.983407623059669,0.9438893261977357,0.9598149374325772,BF02,451.0,0.6402865954319625,50.186806480542856
0.9067460802237143,0.029247835851054282,-0.011719460313758367,-0.035339966562065644,0.03474890984145686,169.082136407977,0.4691272590072513,0.45337304011185714,0.038974490579927835,0.976776648283475,0.9270380465846749,0.9490788382521147,BF02,452.0,0.99009637254254,8.070377590806606
