case_id,angle_deg,normalized_intensity
BARE_GAN_AIR_450_XDIPOLE,-55.47833489439563,0.004753510227208792
BARE_GAN_AIR_450_XDIPOLE,-55.377312671462626,0.004756989745551591
BARE_GAN_AIR_450_XDIPOLE,-55.27654777272402,0.004760935196601721
BARE_GAN_AIR_450_XDIPOLE,-55.176037932467004,0.004765354773934038
BARE_GAN_AIR_450_XDIPOLE,-55.07578091663764,0.004770255955047037
BARE_GAN_AIR_450_XDIPOLE,-54.97577452222448,0.004775645496268755
BARE_GAN_AIR_450_XDIPOLE,-54.87601657665751,0.004781529428264386
BARE_GAN_AIR_450_XDIPOLE,-54.776504937222136,0.004787913052154752
BARE_GAN_AIR_450_XDIPOLE,-54.67723749048728,0.004794800936257133
BARE_GAN_AIR_450_XDIPOLE,-54.578212151747714,0.0048021969134626865
BARE_GAN_AIR_450_XDIPOLE,-54.47942686447983,0.004810104079266829
BARE_GAN_AIR_450_XDIPOLE,-54.38087959981065,0.004818524790471257
BARE_GAN_AIR_450_XDIPOLE,-54.28256835599952,0.004827460664578204
BARE_GAN_AIR_450_XDIPOLE,-54.184491157932285,0.004836912579899319
BARE_GAN_AIR_450_XDIPOLE,-54.08664605662757,0.004846880676402927
BARE_GAN_AIR_450_XDIPOLE,-53.98903112875453,0.004857364357324827
BARE_GAN_AIR_450_XDIPOLE,-53.891644476162206,0.0048683622915685655
BARE_GAN_AIR_450_XDIPOLE,-53.794484225419836,0.004879872416921812
BARE_GAN_AIR_450_XDIPOLE,-53.69754852736774,0.004891891944115784
