sample_index,L1_nm,W1_nm,L2_nm,W2_nm,A1,A2,A_mean,Delta_A,delta_theta_deg,D_nm,theta1_deg,theta2_deg,j1_center_y_nm,j2_center_y_nm,pillar_1_area_nm2,pillar_2_area_nm2,total_footprint_nm2,cell_area_nm2,footprint_fill_fraction,direct_clearance_nm,periodic_image_clearance_nm,global_minimum_clearance_nm,cell_containment_pass,overlap_or_touching_pass,minimum_lateral_feature_nm,aspect_ratio_H_over_min_feature,geometry_hash_sha256,nearest_object_image_pair
66,260,88,201,79,0.4942528735632184,0.4357142857142857,0.46498357963875203,0.05853858784893268,81.113147735,216,0.0,81.113147735,108.0,-108.0,22880,15879,38759,186624.0,0.2076849708504801,66.60436307855994,66.60436307855994,66.60436307855994,True,True,79,6.6455696202531644,85b57762303a951def59b5c434e69853df84c44e4f36246aaf03e9e0fb346fa2,"{""distance_nm"": 66.60436307855994, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.500206763430413, 64.0], ""point_b_nm"": [-23.500206763430413, -2.6043630785599383], ""touch_or_overlap"": false}"
67,249,92,195,77,0.4604105571847507,0.4338235294117647,0.44711704329825774,0.026587027772985994,88.499622345,210,0.0,88.499622345,105.0,-105.0,22908,15015,37923,186624.0,0.2032053755144033,65.52536145090657,77.52536145090656,65.52536145090657,True,True,77,6.818181818181818,e6d801417f0c3c9d6748f616b92da9a89b09948e4aa51b4ff10f4fd9196888e0,"{""distance_nm"": 65.52536145090657, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-35.93390547415355, 59.0], ""point_b_nm"": [-35.93390547415355, -6.52536145090657], ""touch_or_overlap"": false}"
68,252,87,200,77,0.48672566371681414,0.44404332129963897,0.46538449250822655,0.04268234241717517,86.653003693,211,0.0,86.653003693,105.5,-105.5,21924,15400,37324,186624.0,0.1999957133058985,65.4228323794413,75.4228323794413,65.4228323794413,True,True,77,6.818181818181818,3cb290bf14d524d22327cbc6a3a2983a9b98aacb1ee9e0d0c009cf5a8606a148,"{""distance_nm"": 65.4228323794413, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-32.59604041236241, 62.0], ""point_b_nm"": [-32.59604041236242, -3.42283237944131], ""touch_or_overlap"": false}"
70,257,89,196,79,0.48554913294797686,0.4254545454545455,0.4555018392012612,0.060094587493431384,75.573291778,214,0.0,75.573291778,107.0,-107.0,22873,15484,38357,186624.0,0.20553090706447188,64.74913747294642,68.74913747294642,64.74913747294642,True,True,79,6.6455696202531644,903b4b09d7b76d4dee68c116c8bb4f5ff569ad6d4040a22d39a537262709ea39,"{""distance_nm"": 64.74913747294642, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-13.838598189062452, 62.5], ""point_b_nm"": [-13.838598189062438, -2.2491374729464138], ""touch_or_overlap"": false}"
72,248,88,196,79,0.47619047619047616,0.4254545454545455,0.4508225108225108,0.05073593073593069,78.343219757,209,0.0,78.343219757,104.5,-104.5,21824,15484,37308,186624.0,0.19990997942386832,61.04028195711416,75.04028195711416,61.04028195711416,True,True,79,6.6455696202531644,6ae82c30f633f1a70fda4fe43778eac50ea9ee1a45aee667e5e904d67488221e,"{""distance_nm"": 61.04028195711416, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-18.884571068564867, 60.5], ""point_b_nm"": [-18.88457106856486, -0.5402819571141642], ""touch_or_overlap"": false}"
73,258,93,202,77,0.4700854700854701,0.44802867383512546,0.45905707196029777,0.022056796250344624,85.729694366,215,0.0,85.729694366,107.5,-107.5,23994,15554,39548,186624.0,0.21191272290809327,64.91360672043056,66.91360672043058,64.91360672043056,True,True,77,6.818181818181818,b510e3cbf06593e7fda4b385d2b056e7e4118610c79f490c8216c6936dc9a688,"{""distance_nm"": 64.91360672043056, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-30.872465520757686, 61.0], ""point_b_nm"": [-30.87246552075769, -3.9136067204305642], ""touch_or_overlap"": false}"
74,264,91,199,80,0.48732394366197185,0.4265232974910394,0.4569236205765056,0.06080064617093245,89.422931671,218,0.0,89.422931671,109.0,-109.0,24024,15920,39944,186624.0,0.2140346364883402,72.6021837141864,68.6021837141864,68.6021837141864,True,True,80,6.5625,29ebd3522a0ae1fb28891f44f76b5f977ef7bd90dcc341fd5c891b4c500b0433,"{""distance_nm"": 68.6021837141864, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [38.99584979617492, 154.5], ""point_b_nm"": [38.995849796174916, 223.1021837141864], ""touch_or_overlap"": false}"
77,261,94,194,80,0.4704225352112676,0.41605839416058393,0.44324046468592576,0.054364141050683656,87.576313019,214,0.0,87.576313019,107.0,-107.0,24534,15520,40054,186624.0,0.21462405692729766,68.39522489945412,72.39522489945412,68.39522489945412,True,True,80,6.5625,e9c24257abad510366e17025ce04c4b945b6d496ce797743aadf665a6af19882,"{""distance_nm"": 68.39522489945412, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-35.86221308523454, 60.0], ""point_b_nm"": [-35.86221308523455, -8.395224899454128], ""touch_or_overlap"": false}"
78,256,87,204,77,0.49271137026239065,0.45195729537366547,0.47233433281802806,0.04075407488872518,83.883075714,217,0.0,83.883075714,108.5,-108.5,22272,15708,37980,186624.0,0.2035108024691358,67.97826129567693,65.97826129567693,65.97826129567693,True,True,77,6.818181818181818,be724790a68118827c006b056e5151897e64a5ca11a016f09df054c93d4f2fbb,"{""distance_nm"": 65.97826129567693, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [27.411907281627975, 152.0], ""point_b_nm"": [27.41190728162797, 217.97826129567693], ""touch_or_overlap"": false}"
80,246,88,203,79,0.47305389221556887,0.4397163120567376,0.45638510213615324,0.03333758015883126,88.961277008,214,0.0,88.961277008,107.0,-107.0,21648,16037,37685,186624.0,0.2019300840192044,67.8006176660585,71.80061766605851,67.8006176660585,True,True,79,6.6455696202531644,fc2db3bab68c4e0506351213b2c7dae886892dd757ad4ee4785ef160e1060107,"{""distance_nm"": 67.8006176660585, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-37.65350250057551, 63.0], ""point_b_nm"": [-37.65350250057551, -4.800617666058502], ""touch_or_overlap"": false}"
83,251,94,199,80,0.45507246376811594,0.4265232974910394,0.4407978806295777,0.028549166277076543,85.268039703,217,0.0,85.268039703,108.5,-108.5,23594,15920,39514,186624.0,0.21173053840877915,67.5393659154761,65.53936591547611,65.53936591547611,True,True,80,6.5625,be0d1b2648ca5866c15d45b14368ca1064bd741e2702780384f6820046798585,"{""distance_nm"": 65.53936591547611, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [31.655464978377722, 155.5], ""point_b_nm"": [31.655464978377722, 221.0393659154761], ""touch_or_overlap"": false}"
84,254,91,194,79,0.47246376811594204,0.42124542124542125,0.44685459468068167,0.05121834687052079,83.421421051,216,0.0,83.421421051,108.0,-108.0,23114,15326,38440,186624.0,0.20597565157750342,69.613333038066,69.613333038066,69.613333038066,True,True,79,6.6455696202531644,043a6c06e5de212c29f20aa8b3661dc62815856d1447df3dec845912aeac346d,"{""distance_nm"": 69.613333038066, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-28.127040891494644, 62.5], ""point_b_nm"": [-28.127040891494655, -7.113333038066], ""touch_or_overlap"": false}"
86,259,89,198,80,0.4885057471264368,0.4244604316546763,0.45648308939055654,0.06404531547176051,79.728183746,212,0.0,79.728183746,106.0,-106.0,23051,15840,38891,186624.0,0.20839227537722907,62.95395686475166,70.95395686475166,62.95395686475166,True,True,80,6.5625,eb7d1aae2be4f31157000d1ba53a4f19632381d0d01b554c616aa73c7d6cd2a6,"{""distance_nm"": 62.95395686475166, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.705410955860557, 61.5], ""point_b_nm"": [-21.705410955860557, -1.4539568647516585], ""touch_or_overlap"": false}"
87,248,93,204,78,0.45454545454545453,0.44680851063829785,0.45067698259187616,0.007736943907156679,87.114658356,219,0.0,87.114658356,109.5,-109.5,23064,15912,38976,186624.0,0.2088477366255144,68.66614891164875,62.66614891164875,62.66614891164875,True,True,78,6.730769230769231,ea37cc4f218483396567ac54552e8f1bbf0f58cb75145c11c9727a637ec94299,"{""distance_nm"": 62.66614891164875, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [33.81614064558664, 156.0], ""point_b_nm"": [33.81614064558665, 218.66614891164875], ""touch_or_overlap"": false}"
88,247,89,198,77,0.47023809523809523,0.44,0.45511904761904765,0.03023809523809523,82.498111725,218,0.0,82.498111725,109.0,-109.0,21983,15246,37229,186624.0,0.1994866683813443,70.32086827331159,66.32086827331159,66.32086827331159,True,True,77,6.818181818181818,c51405b88cf85692b93c98ee7fd3b6bcf30a03efd1b5778f36026bc2a940f55f,"{""distance_nm"": 66.32086827331159, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [25.24513371180045, 153.5], ""point_b_nm"": [25.245133711800445, 219.8208682733116], ""touch_or_overlap"": false}"
89,258,94,205,79,0.4659090909090909,0.44366197183098594,0.4547855313700384,0.02224711907810495,89.884586334,212,0.0,89.884586334,106.0,-106.0,24252,16195,40447,186624.0,0.21672989540466392,62.42064124102323,70.42064124102322,62.42064124102323,True,True,79,6.6455696202531644,cd534add5953b15b3e8ad014b261e4f00dc178bbf204a09c5fad8f699bfa4b24,"{""distance_nm"": 62.42064124102323, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-39.29344928352738, 59.0], ""point_b_nm"": [-39.29344928352738, -3.420641241023235], ""touch_or_overlap"": false}"
90,263,87,195,78,0.5028571428571429,0.42857142857142855,0.46571428571428575,0.07428571428571434,86.191349029,208,0.0,86.191349029,104.0,-104.0,22881,15210,38091,186624.0,0.20410558127572018,64.62477592077042,80.62477592077042,64.62477592077042,True,True,78,6.730769230769231,fd56213ae3c0f6270a7bb8d45caa48efca1cb4144950104bebe0d12899dd0535,"{""distance_nm"": 64.62477592077042, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-32.437472391104706, 60.5], ""point_b_nm"": [-32.4374723911047, -4.12477592077042], ""touch_or_overlap"": false}"
91,252,91,202,80,0.46938775510204084,0.4326241134751773,0.4510059342886091,0.03676364162686352,78.80487442,215,0.0,78.80487442,107.5,-107.5,22932,16160,39092,186624.0,0.2094693072702332,62.655824858437754,64.65582485843777,62.655824858437754,True,True,80,6.5625,dcae5b49ae41786c51b82d32045ada7a7848ac3da32f5b2a2298a71487e1fc1d,"{""distance_nm"": 62.655824858437754, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-19.629626545585907, 62.0], ""point_b_nm"": [-19.62962654558591, -0.6558248584377537], ""touch_or_overlap"": false}"
93,260,93,200,78,0.4730878186968839,0.43884892086330934,0.4559683697800966,0.03423889783357453,84.344730377,213,0.0,84.344730377,106.5,-106.5,24180,15600,39780,186624.0,0.21315586419753085,63.143546907159234,69.14354690715925,63.143546907159234,True,True,78,6.730769230769231,80748f7c6b7ec62c5aea5e2c1ca298f51827840cbbe6d5797ad0daa159c5a91e,"{""distance_nm"": 63.143546907159234, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-28.955890662651143, 60.0], ""point_b_nm"": [-28.955890662651157, -3.1435469071592363], ""touch_or_overlap"": false}"
94,255,90,203,79,0.4782608695652174,0.4397163120567376,0.45898859081097754,0.03854455750847979,88.037967682,210,0.0,88.037967682,105.0,-105.0,22950,16037,38987,186624.0,0.20890667866941015,62.20713533364152,74.20713533364153,62.20713533364152,True,True,79,6.6455696202531644,0b4826b49e8ac8ae35495b6d97f45b95321e72493d6a565fa13bcd2379d68060,"{""distance_nm"": 62.20713533364152, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-36.00176348019231, 60.0], ""point_b_nm"": [-36.00176348019231, -2.2071353336415136], ""touch_or_overlap"": false}"
95,244,95,197,77,0.43952802359882004,0.43795620437956206,0.43874211398919105,0.001571819219257975,80.651493072,216,0.0,80.651493072,108.0,-108.0,23180,15169,38349,186624.0,0.20548804012345678,65.0543122500718,65.05431225007183,65.0543122500718,True,True,77,6.818181818181818,bf74241cbca4e29393e0ad28873e63906ce484549017476635d0be87e55b41de,"{""distance_nm"": 65.0543122500718, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.98839889451608, 60.5], ""point_b_nm"": [-21.988398894516084, -4.554312250071807], ""touch_or_overlap"": false}"
96,244,88,199,78,0.46987951807228917,0.4368231046931408,0.453351311382715,0.033056413379148386,82.728939056,215,0.0,82.728939056,107.5,-107.5,21472,15522,36994,186624.0,0.19822745198902605,67.3641492596343,69.3641492596343,67.3641492596343,True,True,78,6.730769230769231,38fbc09dd1a16be98ec2fab79b99786f11ab76b789e78ae1758fbc15101881b5,"{""distance_nm"": 67.3641492596343, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-26.093302614284823, 63.5], ""point_b_nm"": [-26.09330261428482, -3.8641492596343046], ""touch_or_overlap"": false}"
98,260,90,196,77,0.4857142857142857,0.4358974358974359,0.46080586080586083,0.049816849816849806,79.035701752,212,0.0,79.035701752,106.0,-106.0,23400,15092,38492,186624.0,0.2062542866941015,63.466307127454385,71.4663071274544,63.466307127454385,True,True,77,6.818181818181818,6fdcded6e88d6d8ad93dc36c1821155efbd0f672ee88df6ea4b54f58b5ea4f3d,"{""distance_nm"": 63.466307127454385, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-19.157881933381802, 61.0], ""point_b_nm"": [-19.157881933381802, -2.466307127454387], ""touch_or_overlap"": false}"
99,249,94,202,79,0.4518950437317784,0.4377224199288256,0.444808731830302,0.01417262380295281,86.422176361,218,0.0,86.422176361,109.0,-109.0,23406,15958,39364,186624.0,0.21092678326474623,67.73188635678937,63.731886356789374,63.731886356789374,True,True,79,6.6455696202531644,829635ad896c0a459ed7555a1fb2268fbd0dd941e7a7512291a2e282ef82baa4,"{""distance_nm"": 63.731886356789374, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [33.12018575692075, 156.0], ""point_b_nm"": [33.12018575692075, 219.73188635678937], ""touch_or_overlap"": false}"
100,252,89,204,80,0.4780058651026393,0.43661971830985913,0.4573127917062492,0.04138614679278019,88.268795013,217,0.0,88.268795013,108.5,-108.5,22428,16320,38748,186624.0,0.20762602880658437,69.3381322265291,67.33813222652907,67.33813222652907,True,True,80,6.5625,4ef4ee4653ce428b93013522d28ba4fb82365883cc530c04ac74de33361eb315,"{""distance_nm"": 67.33813222652907, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [36.900257959652606, 153.0], ""point_b_nm"": [36.900257959652606, 220.33813222652907], ""touch_or_overlap"": false}"
101,263,93,197,77,0.47752808988764045,0.43795620437956206,0.4577421471336013,0.039571885508078386,80.882320404,210,0.0,80.882320404,105.0,-105.0,24459,15169,39628,186624.0,0.21234139231824417,60.14373608720317,72.1437360872032,60.14373608720317,True,True,77,6.818181818181818,350c85086605747f71d2edefad12fec77a03df09d92d5b6b5eeb54bbb553a5ea,"{""distance_nm"": 60.14373608720317, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-22.404970653591434, 58.5], ""point_b_nm"": [-22.404970653591437, -1.643736087203174], ""touch_or_overlap"": false}"
103,247,91,194,79,0.46153846153846156,0.42124542124542125,0.4413919413919414,0.040293040293040316,84.575557709,220,0.0,84.575557709,110.0,-110.0,22477,15326,37803,186624.0,0.20256237139917696,74.200338534711,66.20033853471102,66.20033853471102,True,True,79,6.6455696202531644,a9134aa2ad4cd25d80a49f1d8e7f4dcee584c03c32aa7fd1ec92f954dd25fc76,"{""distance_nm"": 66.20033853471102, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.15340627438995, 155.5], ""point_b_nm"": [30.153406274389972, 221.70033853471102], ""touch_or_overlap"": false}"
104,248,91,202,77,0.4631268436578171,0.44802867383512546,0.4555777587464713,0.015098169822691632,76.265773773,217,0.0,76.265773773,108.5,-108.5,22568,15554,38122,186624.0,0.20427169067215364,64.24723459172867,62.24723459172864,62.24723459172864,True,True,77,6.818181818181818,717ca866e15ef74a0a6403cf4baf9d5c1bdcf37076ff13a0bbe94ab721c4ffbc,"{""distance_nm"": 62.24723459172864, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [13.419922215807134, 154.0], ""point_b_nm"": [13.419922215807137, 216.24723459172864], ""touch_or_overlap"": false}"
105,259,95,195,79,0.4632768361581921,0.4233576642335766,0.44331725019588436,0.03991917192461547,83.652248382,211,0.0,83.652248382,105.5,-105.5,24605,15405,40010,186624.0,0.21438828875171467,62.23053219155073,72.23053219155074,62.23053219155073,True,True,79,6.6455696202531644,9d12dde7dde5794b988728ae39daec74bc6e8228092fa87533bc28ebe4cb4e02,"{""distance_nm"": 62.23053219155073, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-28.477972009843995, 58.0], ""point_b_nm"": [-28.477972009843995, -4.230532191550728], ""touch_or_overlap"": false}"
107,253,93,198,80,0.4624277456647399,0.4244604316546763,0.4434440886597081,0.03796731401006359,79.959011078,214,0.0,79.959011078,107.0,-107.0,23529,15840,39369,186624.0,0.21095357510288065,63.04224956191394,67.04224956191393,63.04224956191394,True,True,80,6.5625,bba3515b936be2dd50361dbd99a0c29e5eba338e049e393b61a3fc92e2b15ff9,"{""distance_nm"": 63.04224956191394, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-22.126417997826294, 60.5], ""point_b_nm"": [-22.126417997826294, -2.542249561913944], ""touch_or_overlap"": false}"
108,251,87,197,80,0.48520710059171596,0.4223826714801444,0.4537948860359302,0.06282442911157154,81.80562973,219,0.0,81.80562973,109.5,-109.5,21837,15760,37597,186624.0,0.20145854766803842,72.30439410385748,66.30439410385748,66.30439410385748,True,True,80,6.5625,f1a6d2291b288ebfe25be227049ea21adc4cbaf47df5a0c6b3200fb76dfaa152,"{""distance_nm"": 66.30439410385748, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [25.552239113784765, 153.0], ""point_b_nm"": [25.552239113784772, 219.30439410385748], ""touch_or_overlap"": false}"
109,261,92,203,78,0.47875354107648727,0.44483985765124556,0.4617966993638664,0.0339136834252417,89.19210434,213,0.0,89.19210434,106.5,-106.5,24012,15834,39846,186624.0,0.21350951646090535,64.96019115956051,70.96019115956051,64.96019115956051,True,True,78,6.730769230769231,52c855f5c60a2f33dbb35fffb988100a9c5d5ef90f7fc731f18445e5544c06ad,"{""distance_nm"": 64.96019115956051, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-37.56497586591223, 60.5], ""point_b_nm"": [-37.56497586591223, -4.460191159560516], ""touch_or_overlap"": false}"
110,256,89,200,79,0.48405797101449277,0.4336917562724014,0.4588748636434471,0.05036621474209135,85.498867035,209,0.0,85.498867035,104.5,-104.5,22784,15800,38584,186624.0,0.20674725651577502,61.708508846296624,75.70850884629661,61.708508846296624,True,True,79,6.6455696202531644,d5273fa0568989095cef1a616420448623af13f1a6d1535b75bb8188642e43bd,"{""distance_nm"": 61.708508846296624, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-31.530292520021447, 60.0], ""point_b_nm"": [-31.53029252002144, -1.708508846296624], ""touch_or_overlap"": false}"
