sample_index,L1_nm,W1_nm,L2_nm,W2_nm,A1,A2,A_mean,Delta_A,delta_theta_deg,D_nm,theta1_deg,theta2_deg,j1_center_y_nm,j2_center_y_nm,pillar_1_area_nm2,pillar_2_area_nm2,total_footprint_nm2,cell_area_nm2,footprint_fill_fraction,direct_clearance_nm,periodic_image_clearance_nm,global_minimum_clearance_nm,cell_containment_pass,overlap_or_touching_pass,minimum_lateral_feature_nm,aspect_ratio_H_over_min_feature,geometry_hash_sha256,nearest_object_image_pair
3026,262,90,197,77,0.48863636363636365,0.43795620437956206,0.46329628400796286,0.05068015925680158,77.654344439,218,0.0,77.654344439,109.0,-109.0,23580,15169,38749,186624.0,0.20763138717421126,68.546120558015,64.54612055801502,64.54612055801502,True,True,77,6.818181818181818,a4246c93d5071443485ed6609ec7db052457500f567bc87f5c209d21cb5ea1a3,"{""distance_nm"": 64.54612055801502, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [16.54953381576844, 154.0], ""point_b_nm"": [16.549533815768463, 218.54612055801502], ""touch_or_overlap"": false}"
3029,264,93,196,77,0.4789915966386555,0.4358974358974359,0.4574445162680457,0.04309416074121958,75.807725787,216,0.0,75.807725787,108.0,-108.0,24552,15092,39644,186624.0,0.21242712620027435,65.05181345920114,65.05181345920113,65.05181345920113,True,True,77,6.818181818181818,094e438bd2ded616c0eed21b8fedfb90f4f257b3efa821caf21145b6ad999e7c,"{""distance_nm"": 65.05181345920113, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [13.297606113074835, 154.5], ""point_b_nm"": [13.297606113074838, 219.55181345920113], ""touch_or_overlap"": false}"
3031,248,91,199,78,0.4631268436578171,0.4368231046931408,0.44997497417547894,0.026303738964676304,86.887437701,213,0.0,86.887437701,106.5,-106.5,22568,15522,38090,186624.0,0.20410022290809327,66.02917143035793,72.02917143035796,66.02917143035793,True,True,78,6.730769230769231,3567f4fa54b001364a7bc89a3d73da96b632b49c2463d9f5b5bf60a8b9dee89b,"{""distance_nm"": 66.02917143035793, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.53984122488231, 61.0], ""point_b_nm"": [-33.5398412248823, -5.029171430357936], ""touch_or_overlap"": false}"
3033,258,95,200,80,0.46175637393767704,0.42857142857142855,0.4451639012545528,0.0331849453662485,89.65736568,217,0.0,89.65736568,108.5,-108.5,24510,16000,40510,186624.0,0.21706747256515774,69.26258561782785,67.26258561782785,67.26258561782785,True,True,80,6.5625,63aa02e51192435fb298880ae0e69dcb32c22c2ebf3235a1053800312e24931f,"{""distance_nm"": 67.26258561782785, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [39.40127863377924, 156.0], ""point_b_nm"": [39.40127863377924, 223.26258561782785], ""touch_or_overlap"": false}"
3034,263,88,203,79,0.4985754985754986,0.4397163120567376,0.4691459053161181,0.058859186518760986,85.964128375,214,0.0,85.964128375,107.0,-107.0,23144,16037,39181,186624.0,0.20994620198902605,65.97165154151398,69.971651541514,65.97165154151398,True,True,79,6.6455696202531644,ed6f93ef343ad4e32f7ce8455661d89b898b4f822231249556edfe5b15d747b3,"{""distance_nm"": 65.97165154151398, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-32.258374370073426, 63.0], ""point_b_nm"": [-32.258374370073426, -2.9716515415139795], ""touch_or_overlap"": false}"
3036,250,87,198,80,0.4836795252225519,0.4244604316546763,0.4540699784386141,0.059219093567875636,76.731035113,212,0.0,76.731035113,106.0,-106.0,21750,15840,37590,186624.0,0.2014210390946502,62.96206668750366,70.96206668750366,62.96206668750366,True,True,80,6.5625,7123cdc0f155147540cfc4d5f428a7421344648a070afe8a77326ecefbb9b1b7,"{""distance_nm"": 62.96206668750366, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-16.209399499274312, 62.5], ""point_b_nm"": [-16.209399499274312, -0.46206668750365587], ""touch_or_overlap"": false}"
3037,260,92,205,78,0.4772727272727273,0.44876325088339225,0.4630179890780598,0.028509476389335042,84.117509723,218,0.0,84.117509723,109.0,-109.0,23920,15990,39910,186624.0,0.21385245198902605,66.04269271699775,62.04269271699775,62.04269271699775,True,True,78,6.730769230769231,773bbe4a765aeeaa5d53e97cff73b3fea61a630a713b41f97f3525ea0725c887,"{""distance_nm"": 62.04269271699775, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [28.289556966050796, 155.0], ""point_b_nm"": [28.289556966050817, 217.04269271699775], ""touch_or_overlap"": false}"
3038,255,89,195,79,0.48255813953488375,0.4233576642335766,0.4529579018842302,0.05920047530130712,87.810747027,215,0.0,87.810747027,107.5,-107.5,22695,15405,38100,186624.0,0.20415380658436214,71.56225048228926,73.56225048228924,71.56225048228926,True,True,79,6.6455696202531644,f3a909013d67bb9ec2a985e93047ffeda7d5bdaa60e4de8fc568951c22c26dd8,"{""distance_nm"": 71.56225048228926, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-35.74663229411584, 63.0], ""point_b_nm"": [-35.74663229411584, -8.562250482289254], ""touch_or_overlap"": false}"
3041,255,92,198,80,0.4697406340057637,0.4244604316546763,0.44710053283022,0.04528020235108743,75.576898455,214,0.0,75.576898455,107.0,-107.0,23460,15840,39300,186624.0,0.2105838477366255,62.15698578793397,66.15698578793396,62.15698578793397,True,True,80,6.5625,9cf2c8b0f0bb98672c8b7ae73fc1e42b916e27968cd72848ba8b36e56c676e9a,"{""distance_nm"": 62.15698578793397, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-14.080353067462084, 61.0], ""point_b_nm"": [-14.080353067462077, -1.1569857879339693], ""touch_or_overlap"": false}"
3042,260,90,201,77,0.4857142857142857,0.4460431654676259,0.4658787255909558,0.03967112024665981,79.27013576,217,0.0,79.27013576,108.5,-108.5,23400,15477,38877,186624.0,0.20831725823045266,66.08927110281644,64.08927110281644,64.08927110281644,True,True,77,6.818181818181818,dec47a39ea79472825c97c094e026dc45f2c2413d75a30517f52a4265f98302a,"{""distance_nm"": 64.08927110281644, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [19.11589664303736, 153.5], ""point_b_nm"": [19.115896643037367, 217.58927110281644], ""touch_or_overlap"": false}"
3043,249,94,195,79,0.4518950437317784,0.4233576642335766,0.4376263539826775,0.028537379498201787,86.65661037,210,0.0,86.65661037,105.0,-105.0,23406,15405,38811,186624.0,0.2079636059670782,63.3623092472869,75.36230924728693,63.3623092472869,True,True,79,6.6455696202531644,075bbca113e75d6b4491d93d49956f46eee3db3e3a6c1fc10bc9a5d58a3ef791,"{""distance_nm"": 63.3623092472869, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.74656399497158, 58.0], ""point_b_nm"": [-33.746563994971574, -5.362309247286905], ""touch_or_overlap"": false}"
3044,252,91,200,79,0.46938775510204084,0.4336917562724014,0.45153975568722116,0.03569599882963942,88.503229022,209,0.0,88.503229022,104.5,-104.5,22932,15800,38732,186624.0,0.2075402949245542,62.50235602033439,76.50235602033436,62.50235602033439,True,True,79,6.6455696202531644,b148330d2004847fda99c32bd58a19f423821af4707be7402352961a996df881,"{""distance_nm"": 62.50235602033439, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-36.87446149514207, 59.0], ""point_b_nm"": [-36.874461495142064, -3.5023560203343855], ""touch_or_overlap"": false}"
3046,257,88,196,80,0.48985507246376814,0.42028985507246375,0.45507246376811594,0.06956521739130439,77.423517108,219,0.0,77.423517108,109.5,-109.5,22616,15680,38296,186624.0,0.20520404663923184,70.64168446805556,64.64168446805559,64.64168446805559,True,True,80,6.5625,ac71bab30a977af5cd8d7a72cc4481acbc95d3bd651b7dabf168ab37364c1b2e,"{""distance_nm"": 64.64168446805559, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [17.701468281900347, 153.5], ""point_b_nm"": [17.701468281900347, 218.1416844680556], ""touch_or_overlap"": false}"
3047,247,93,203,78,0.45294117647058824,0.44483985765124556,0.44889051706091687,0.008101318819342673,84.809991717,212,0.0,84.809991717,106.0,-106.0,22971,15834,38805,186624.0,0.20793145576131689,60.88823342412647,68.88823342412647,60.88823342412647,True,True,78,6.730769230769231,a5e93bb45881583427184161cd9a8c8aff8805995c6535936b858e3d69bb9d4d,"{""distance_nm"": 60.88823342412647, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-29.658528181198548, 59.5], ""point_b_nm"": [-29.658528181198566, -1.3882334241264682], ""touch_or_overlap"": false}"
3048,248,89,197,77,0.47181008902077154,0.43795620437956206,0.45488314670016683,0.033853884641209475,76.500207782,211,0.0,76.500207782,105.5,-105.5,22072,15169,37241,186624.0,0.19955096879286693,61.733968706231536,71.73396870623154,61.733968706231536,True,True,77,6.818181818181818,c664aafca187178e30a1601c16a22f193929d36cd6205f484b1585fd608dd049,"{""distance_nm"": 61.733968706231536, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-14.442253527518773, 61.0], ""point_b_nm"": [-14.442253527518773, -0.7339687062315363], ""touch_or_overlap"": false}"
3049,259,94,204,79,0.46742209631728043,0.4416961130742049,0.4545591046957427,0.025725983243075512,83.886682391,218,0.0,83.886682391,109.0,-109.0,24346,16116,40462,186624.0,0.2168102709190672,65.37349185161264,61.37349185161261,61.37349185161261,True,True,79,6.6455696202531644,d3c2cd478181042cb9920cf5c35a74847fe925f9eb42366f3455b1375b3d494e,"{""distance_nm"": 61.37349185161261, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [28.412862868402698, 156.0], ""point_b_nm"": [28.412862868402698, 217.3734918516126], ""touch_or_overlap"": false}"
3050,264,87,200,78,0.5042735042735043,0.43884892086330934,0.4715612125684068,0.06542458341019491,87.579919696,215,0.0,87.579919696,107.5,-107.5,22968,15600,38568,186624.0,0.20666152263374485,69.94238409643185,71.94238409643182,69.94238409643185,True,True,78,6.730769230769231,49a14184a570a34935ee3156c60339e2e49c2d11bda349ba7fe99e506a5fd0c5,"{""distance_nm"": 69.94238409643185, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-34.742634499751475, 64.0], ""point_b_nm"": [-34.74263449975147, -5.942384096431844], ""touch_or_overlap"": false}"
3053,261,92,195,78,0.47875354107648727,0.42857142857142855,0.4536624848239579,0.05018211250505872,89.426538348,219,0.0,89.426538348,109.5,-109.5,24012,15210,39222,186624.0,0.2101658950617284,75.1145470897533,69.1145470897533,69.1145470897533,True,True,78,6.730769230769231,f232e97b50f81d81bf802a79c0e3d16b125480709fee5d84c3f8554efb8a695b,"{""distance_nm"": 69.1145470897533, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [38.02220546675163, 155.5], ""point_b_nm"": [38.02220546675163, 224.6145470897533], ""touch_or_overlap"": false}"
3054,256,90,205,80,0.4797687861271676,0.43859649122807015,0.4591826386776189,0.04117229489909746,85.733301043,216,0.0,85.733301043,108.0,-108.0,23040,16400,39440,186624.0,0.21133401920438957,65.80810877600028,65.80810877600027,65.80810877600027,True,True,80,6.5625,e701f9712b762a82a41a8af77cb73a6fb93e30ebde3b97a3fce403051db62f93,"{""distance_nm"": 65.80810877600027, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [32.263230165595786, 153.0], ""point_b_nm"": [32.26323016559578, 218.80810877600027], ""touch_or_overlap"": false}"
3056,245,90,203,80,0.4626865671641791,0.43462897526501765,0.4486577712145984,0.02805759189916146,87.118265033,220,0.0,87.118265033,110.0,-110.0,22050,16240,38290,186624.0,0.2051718964334705,71.61737094548963,63.617370945489625,63.617370945489625,True,True,80,6.5625,877c1076c963879a53a6ae635bd71bcb066ccded56c1ab3449a72ef21a5a1446,"{""distance_nm"": 63.617370945489625, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [34.84654946730748, 155.0], ""point_b_nm"": [34.84654946730749, 218.61737094548963], ""touch_or_overlap"": false}"
3057,255,94,197,78,0.46131805157593125,0.43272727272727274,0.447022662151602,0.028590778848658516,79.731790423,213,0.0,79.731790423,106.5,-106.5,23970,15366,39336,186624.0,0.21077674897119342,62.12557172117168,68.12557172117167,62.12557172117168,True,True,78,6.730769230769231,e4dfe81547cbdb0fc0404236df4f5a918d7dece9087388c8a7ade0195fa81e83,"{""distance_nm"": 62.12557172117168, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-20.817135964069422, 59.5], ""point_b_nm"": [-20.817135964069422, -2.625571721171678], ""touch_or_overlap"": false}"
3059,250,92,200,77,0.4619883040935672,0.44404332129963897,0.45301581269660307,0.017944982793928255,83.425027728,217,0.0,83.425027728,108.5,-108.5,23000,15400,38400,186624.0,0.205761316872428,67.24933837628826,65.24933837628828,65.24933837628828,True,True,77,6.818181818181818,82fcd1c249631c86812ff66676f1e93cfff034aa66edc5a0c4fe4e540e95a688,"{""distance_nm"": 65.24933837628828, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [26.796458957147095, 154.5], ""point_b_nm"": [26.79645895714708, 219.74933837628828], ""touch_or_overlap"": false}"
3063,247,93,205,80,0.45294117647058824,0.43859649122807015,0.4457688338493292,0.014344685242518085,88.964883685,215,0.0,88.964883685,107.5,-107.5,22971,16400,39371,186624.0,0.21096429183813442,65.29411868243785,67.29411868243784,65.29411868243785,True,True,80,6.5625,77253194d008a5b5ba9d9f5244f451201571fd130a1216e966a645ccbfa927d3,"{""distance_nm"": 65.29411868243785, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-38.141788912756525, 61.0], ""point_b_nm"": [-38.141788912756525, -4.294118682437854], ""touch_or_overlap"": false}"
3064,246,88,197,80,0.47305389221556887,0.4223826714801444,0.44771828184785667,0.05067122073542446,80.655099749,216,0.0,80.655099749,108.0,-108.0,21648,15760,37408,186624.0,0.20044581618655694,68.31213089729653,68.31213089729653,68.31213089729653,True,True,80,6.5625,cdf20c3309c348228d78743032a5927b622634148bf264ae421a21a0b2bfeb04,"{""distance_nm"": 68.31213089729653, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-23.475003747403974, 64.0], ""point_b_nm"": [-23.47500374740399, -4.312130897296527], ""touch_or_overlap"": false}"
3068,249,89,206,78,0.47337278106508873,0.4507042253521127,0.46203850320860074,0.022668555712976046,78.808481097,214,0.0,78.808481097,107.0,-107.0,22161,16068,38229,186624.0,0.20484503600823045,60.88918207705262,64.88918207705262,60.88918207705262,True,True,78,6.730769230769231,521c78d401a6d3c9a98344e5176bbe8d5f6a13b5065d0f72c3ddd6823c609cca,"{""distance_nm"": 60.88918207705262, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-18.267189989387262, 62.5], ""point_b_nm"": [-18.267189989387262, 1.610817922947386], ""touch_or_overlap"": false}"
3070,254,87,202,77,0.4897360703812317,0.44802867383512546,0.46888237210817857,0.041707396546106223,89.888193011,211,0.0,89.888193011,105.5,-105.5,22098,15554,37652,186624.0,0.20175325788751713,66.42506344645153,76.42506344645153,66.42506344645153,True,True,77,6.818181818181818,9c6ebdd047ee0a4644eebcbea4f6b4e1533b18b2c21cd30f88e14006e026e1ce,"{""distance_nm"": 66.42506344645153, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-38.30283541327134, 62.0], ""point_b_nm"": [-38.30283541327134, -4.4250634464515315], ""touch_or_overlap"": false}"
3073,254,93,198,78,0.46397694524495675,0.43478260869565216,0.44937977697030446,0.02919433654930459,80.734446645,219,0.0,80.734446645,109.5,-109.5,23622,15444,39066,186624.0,0.20932998971193414,68.51227415640332,62.51227415640335,62.51227415640335,True,True,78,6.730769230769231,0de3435e58a6eb7a84adfb0c7a144aee64bf5b5c919c3cba339387168be0f3fe,"{""distance_nm"": 62.51227415640335, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [22.55111690974475, 156.0], ""point_b_nm"": [22.551116909744746, 218.51227415640335], ""touch_or_overlap"": false}"
3074,259,90,201,79,0.48424068767908307,0.4357142857142857,0.45997748669668437,0.04852640196479735,77.04120934,215,0.0,77.04120934,107.5,-107.5,23310,15879,39189,186624.0,0.20998906893004116,63.20169100441824,65.20169100441825,63.20169100441824,True,True,79,6.6455696202531644,719ff52a7589079f4a2b81a678eb246d29e5b57fab19d7ab64bf3bb76f34b5af,"{""distance_nm"": 63.20169100441824, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-15.956854191357337, 62.5], ""point_b_nm"": [-15.956854191357344, -0.7016910044182367], ""touch_or_overlap"": false}"
3075,249,95,194,77,0.4476744186046512,0.4317343173431734,0.4397043679739123,0.015940101261477768,84.427683949,209,0.0,84.427683949,104.5,-104.5,23655,14938,38593,186624.0,0.206795481824417,61.21995224190266,75.21995224190266,61.21995224190266,True,True,77,6.818181818181818,a60e577ecabb443f8ef6e3fa4b11d9e2fa8c1ff4d5d85e5a6af5470ddbff7ec5,"{""distance_nm"": 61.21995224190266, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-28.8991699125376, 57.0], ""point_b_nm"": [-28.8991699125376, -4.219952241902662], ""touch_or_overlap"": false}"
3076,251,89,199,77,0.4764705882352941,0.4420289855072464,0.45924978687127027,0.03444160272804769,86.274302602,210,0.0,86.274302602,105.0,-105.0,22339,15323,37662,186624.0,0.201806841563786,63.708560760861396,75.70856076086139,63.708560760861396,True,True,77,6.818181818181818,979df7b6cfc185d070703c82479519a0df914dead1e62fdb1b831b4e1885f258,"{""distance_nm"": 63.708560760861396, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-31.953135959162935, 60.5], ""point_b_nm"": [-31.95313595916294, -3.2085607608613924], ""touch_or_overlap"": false}"
3078,257,87,196,78,0.4941860465116279,0.4306569343065693,0.46242149040909863,0.06352911220505858,82.581065297,214,0.0,82.581065297,107.0,-107.0,22359,15288,37647,186624.0,0.2017264660493827,68.28459352211631,72.2845935221163,68.28459352211631,True,True,78,6.730769230769231,9ccaa1208ee336fee6e7df83096de7711841932be86566264bb3167f33a8d8e2,"{""distance_nm"": 68.28459352211631, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-26.01942886692578, 63.5], ""point_b_nm"": [-26.019428866925786, -4.784593522116304], ""touch_or_overlap"": false}"
3080,247,90,197,80,0.4658753709198813,0.4223826714801444,0.44412902120001285,0.04349269943973688,79.811137318,210,0.0,79.811137318,105.0,-105.0,22230,15760,37990,186624.0,0.20356438614540467,60.97760680753546,72.97760680753547,60.97760680753546,True,True,80,6.5625,3c1cc1f0c08fa7fedb83b1bcc146ddb0f726ccedecaf2ec7744f8d6962646505,"{""distance_nm"": 60.97760680753546, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-21.945197982982634, 60.0], ""point_b_nm"": [-21.94519798298264, -0.9776068075354578], ""touch_or_overlap"": false}"
3081,258,94,203,77,0.4659090909090909,0.45,0.45795454545454545,0.015909090909090873,87.197611928,216,0.0,87.197611928,108.0,-108.0,24252,15631,39883,186624.0,0.21370777606310012,65.73906491750702,65.73906491750702,65.73906491750702,True,True,77,6.818181818181818,2966f13847981cf281f8b0ccd8c77c4a1131d07b47e6e677da0d82e1c1d22dfa,"{""distance_nm"": 65.73906491750702, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.49148079570642, 61.0], ""point_b_nm"": [-33.49148079570643, -4.739064917507028], ""touch_or_overlap"": false}"
3085,261,91,195,80,0.48295454545454547,0.41818181818181815,0.4505681818181818,0.06477272727272732,85.350993276,215,0.0,85.350993276,107.5,-107.5,23751,15600,39351,186624.0,0.2108571244855967,69.07872431425746,71.07872431425747,69.07872431425746,True,True,80,6.5625,c052e79a52b984b73405dfe87fb85fc39f10832071027611ac33a1162b1f817c,"{""distance_nm"": 69.07872431425746, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-31.965878521449966, 62.0], ""point_b_nm"": [-31.965878521449966, -7.07872431425746], ""touch_or_overlap"": false}"
3086,255,89,205,77,0.48255813953488375,0.45390070921985815,0.4682294243773709,0.0286574303150256,89.04423058,218,0.0,89.04423058,109.0,-109.0,22695,15785,38480,186624.0,0.20618998628257887,70.37205966875028,66.37205966875027,66.37205966875027,True,True,77,6.818181818181818,d58edbb3967dcff8140e3c2c38b6c3927d5d8cb3f43a77616572ead0d9d3beb9,"{""distance_nm"": 66.37205966875027, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [36.784887155382194, 153.5], ""point_b_nm"": [36.784887155382194, 219.87205966875027], ""touch_or_overlap"": false}"
3087,245,93,198,79,0.44970414201183434,0.4296028880866426,0.43965351504923844,0.020101253925191742,81.657755971,211,0.0,81.657755971,105.5,-105.5,22785,15642,38427,186624.0,0.20590599279835392,60.816623828421,70.816623828421,60.816623828421,True,True,79,6.6455696202531644,3d8280b25735ea17c1141eb1905de1d787091ba20edc906cc20c784a660a864a,"{""distance_nm"": 60.816623828421, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-24.718566011458748, 59.0], ""point_b_nm"": [-24.71856601145877, -1.8166238284210046], ""touch_or_overlap"": false}"
3088,245,89,203,78,0.46706586826347307,0.44483985765124556,0.4559528629573593,0.02222601061222751,83.966029286,215,0.0,83.966029286,107.5,-107.5,21805,15834,37639,186624.0,0.20168359910836764,65.46273001562935,67.46273001562935,65.46273001562935,True,True,78,6.730769230769231,e7a6b73957e49b53b3dfe8a57f7d605829aeddabce3cbb6022430a2acff4555e,"{""distance_nm"": 65.46273001562935, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-28.114443160596736, 63.0], ""point_b_nm"": [-28.114443160596757, -2.462730015629342], ""touch_or_overlap"": false}"
3090,261,87,206,77,0.5,0.4558303886925795,0.47791519434628976,0.044169611307420475,80.272791982,212,0.0,80.272791982,106.0,-106.0,22707,15862,38569,186624.0,0.20666688100137173,60.47593372806693,68.47593372806693,60.47593372806693,True,True,77,6.818181818181818,fd334b83733f36d060dd4807262d8709999869069d7e0e3a94be106e060e9861,"{""distance_nm"": 60.47593372806693, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-20.54388244896792, 62.5], ""point_b_nm"": [-20.543882448967924, 2.024066271933073], ""touch_or_overlap"": false}"
3091,251,91,200,79,0.4678362573099415,0.4336917562724014,0.45076400679117146,0.034144501037540076,87.659266591,218,0.0,87.659266591,109.0,-109.0,22841,15800,38641,186624.0,0.20705268347050754,70.97017423986784,66.97017423986784,66.97017423986784,True,True,79,6.6455696202531644,7e5d54b1fcc1da675c4d54c0dc563810b3afee781f469d4175339972371e35a2,"{""distance_nm"": 66.97017423986784, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [35.382827489012286, 154.5], ""point_b_nm"": [35.3828274890123, 221.47017423986784], ""touch_or_overlap"": false}"
3092,253,88,195,79,0.4838709677419355,0.4233576642335766,0.45361431598775603,0.06051330350835887,89.505885243,217,0.0,89.505885243,108.5,-108.5,22264,15405,37669,186624.0,0.20184435013717422,75.16298463164671,73.16298463164668,73.16298463164668,True,True,79,6.6455696202531644,138e38331de657bb6c03db669ef2d1e7776bd3cc7e75cc0a72cad20e81051b38,"{""distance_nm"": 73.16298463164668, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [38.65770846561652, 152.5], ""point_b_nm"": [38.65770846561652, 225.66298463164668], ""touch_or_overlap"": false}"
3094,259,90,198,80,0.48424068767908307,0.4244604316546763,0.45435055966687965,0.059780256024406786,78.426173329,213,0.0,78.426173329,106.5,-106.5,23310,15840,39150,186624.0,0.2097800925925926,62.98775002068194,68.98775002068191,62.98775002068194,True,True,80,6.5625,7c963b8d3a2d71fce61a8101cc87b5d019e3c6cca8b6edb88ed906d81c6537cb,"{""distance_nm"": 62.98775002068194, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-19.32426853159562, 61.5], ""point_b_nm"": [-19.324268531595617, -1.4877500206819434], ""touch_or_overlap"": false}"
3096,247,87,197,77,0.47904191616766467,0.43795620437956206,0.45849906027361337,0.04108571178810261,75.656245351,217,0.0,75.656245351,108.5,-108.5,21489,15169,36658,186624.0,0.1964270404663923,68.53260848467052,66.53260848467053,66.53260848467053,True,True,77,6.818181818181818,934bf8aeed1825443e3c2f902d8ad4af04258039542f2e4ab0fc2feb0c4213c6,"{""distance_nm"": 66.53260848467053, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [12.897546994197711, 152.0], ""point_b_nm"": [12.897546994197715, 218.53260848467053], ""touch_or_overlap"": false}"
3098,263,90,194,78,0.49008498583569404,0.4264705882352941,0.45827778703549404,0.06361439760039994,86.735957265,208,0.0,86.735957265,104.0,-104.0,23670,15132,38802,186624.0,0.2079153806584362,63.93679681282907,79.9367968128291,63.93679681282907,True,True,78,6.730769230769231,8d67f723d0de5f4372c44cd406a1a824c940581e59b63fedc18507dfc77393f9,"{""distance_nm"": 63.93679681282907, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-33.413796167111684, 59.0], ""point_b_nm"": [-33.41379616711169, -4.936796812829076], ""touch_or_overlap"": false}"
3099,252,94,200,80,0.45664739884393063,0.42857142857142855,0.4426094137076796,0.028075970272502082,79.349482655,214,0.0,79.349482655,107.0,-107.0,23688,16000,39688,186624.0,0.21266289437585734,61.33000508109835,65.33000508109836,61.33000508109835,True,True,80,6.5625,cfc87a4c0c6ca5e10b410fe343ed24827c3c5dd08dca1e4a2e64112d27712d82,"{""distance_nm"": 61.33000508109835, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-20.829118412436415, 60.0], ""point_b_nm"": [-20.829118412436415, -1.3300050810983493], ""touch_or_overlap"": false}"
